epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,10251.6,0.86761,1.64793,2.7698,0.01313,1.76315,0.49241,0.52179,0.49794,0.36976,0.48419,0.53634,0.51218,0.37052,0.9747,1.48503,1.74266,0.03405,0,0.000398616,0.000398616,0.0671806
2,19143.7,0.8183,1.26756,1.51599,0.0124,0.67835,0.63934,0.58777,0.66599,0.54706,0.64626,0.59646,0.68003,0.54,0.70648,0.86313,1.21063,0.02286,0,0.000798493,0.000798493,0.0342472
3,27355,0.81802,1.20388,1.28084,0.01254,0.53933,0.83367,0.63508,0.76374,0.65293,0.84096,0.64109,0.77279,0.63434,0.64262,0.8842,0.96832,0.01989,0,0.00119788,0.00119788,0.00131322
4,36157.6,0.77462,1.12886,1.12267,0.01153,0.45692,0.71839,0.78118,0.83283,0.70002,0.74548,0.79503,0.85056,0.70383,0.6689,0.8396,0.77369,0.021,0,0.00119834,0.00119834,0.00119834
5,43638.9,0.75455,1.08848,1.02945,0.0113,0.41016,0.79032,0.84455,0.8837,0.76289,0.79157,0.85523,0.88851,0.74485,0.58056,0.77626,0.60742,0.01839,0,0.00119704,0.00119704,0.00119704
6,52020.3,0.6992,1.04687,0.95808,0.01042,0.36919,0.81224,0.84424,0.87018,0.79329,0.85702,0.82422,0.88459,0.76319,0.46479,0.75685,0.59366,0.014,0,0.00119538,0.00119538,0.00119538
7,60295.1,0.68482,1.04978,0.90851,0.01022,0.35038,0.84512,0.83364,0.89555,0.79773,0.85684,0.84268,0.90425,0.78226,0.53726,0.72424,0.53298,0.01637,0,0.00119335,0.00119335,0.00119335
8,68854,0.67976,1.04142,0.86941,0.00997,0.32529,0.86267,0.86211,0.9017,0.81243,0.8834,0.87736,0.92068,0.79784,0.49258,0.73081,0.48939,0.01515,0,0.00119096,0.00119096,0.00119096
9,77960.4,0.6546,1.02312,0.80014,0.00941,0.2994,0.83626,0.87678,0.91464,0.80633,0.83927,0.88395,0.91977,0.78203,0.53446,0.73149,0.45358,0.01605,0,0.0011882,0.0011882,0.0011882
10,86809.7,0.63955,0.97768,0.79838,0.00932,0.29009,0.87317,0.87961,0.91508,0.82981,0.88041,0.89143,0.92467,0.80138,0.48765,0.7641,0.41964,0.01522,0,0.00118508,0.00118508,0.00118508
11,95950.2,0.60602,0.9391,0.73047,0.0086,0.26194,0.8969,0.88645,0.93298,0.85614,0.90582,0.8965,0.94208,0.82882,0.43931,0.699,0.43643,0.0133,0,0.0011816,0.0011816,0.0011816
12,103622,0.61594,0.93488,0.72475,0.00879,0.25275,0.90396,0.89445,0.94087,0.85191,0.91425,0.90492,0.95113,0.83734,0.49314,0.66887,0.39607,0.01512,0,0.00117776,0.00117776,0.00117776
13,112278,0.59948,0.93278,0.71465,0.00861,0.25065,0.9253,0.8807,0.93881,0.87093,0.93814,0.89316,0.94912,0.84011,0.42806,0.65876,0.38566,0.01287,0,0.00117357,0.00117357,0.00117357
