epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,1796,0.74732,1.71695,2.23063,1.16113,0,0.47603,0.60445,0.53636,0.45492,0.47985,0.60455,0.53914,0.34246,0.64842,2.28356,1.79121,0.99057,0,0.00039854,0.00039854,0.0671869
2,3742.71,0.70413,1.37011,1.47506,1.11273,0,0.53429,0.66343,0.64147,0.54449,0.59604,0.63419,0.68012,0.52549,0.59329,1.19305,1.23928,0.93208,0,0.000798417,0.000798417,0.0342534
3,4795.05,0.66893,1.28272,1.28502,1.0909,0,0.68971,0.73664,0.78163,0.68962,0.85553,0.6771,0.81066,0.6787,0.53338,0.96515,1.01752,0.87125,0,0.0011978,0.0011978,0.00131946
4,5759.9,0.63313,1.23998,1.17211,1.06669,0,0.70891,0.78564,0.82426,0.74936,0.71222,0.79132,0.82897,0.69524,0.45555,0.89035,0.75604,0.81601,0,0.00119834,0.00119834,0.00119834
5,6730.01,0.59911,1.19803,1.05437,1.05123,0,0.61752,0.85469,0.80894,0.73183,0.62283,0.86371,0.8179,0.68053,0.47789,0.94297,0.9128,0.8301,0,0.00119704,0.00119704,0.00119704
6,7497.07,0.55938,1.11387,0.94309,1.02191,0,0.8303,0.83137,0.90896,0.84708,0.83626,0.83597,0.91989,0.78863,0.41764,0.90005,0.57718,0.77999,0,0.00119538,0.00119538,0.00119538
7,8332.3,0.54043,1.10731,0.87765,1.0192,0,0.86243,0.90383,0.92116,0.86361,0.87498,0.91535,0.93438,0.81889,0.38037,0.72662,0.49093,0.74058,0,0.00119335,0.00119335,0.00119335
8,9303.38,0.52353,1.11976,0.85321,1.0116,0,0.84013,0.86005,0.87986,0.82639,0.84405,0.86666,0.88822,0.75589,0.38493,0.89512,0.52175,0.74262,0,0.00119096,0.00119096,0.00119096
9,10380.6,0.5079,1.05306,0.80004,1.00026,0,0.80201,0.86207,0.87124,0.79572,0.80399,0.85875,0.86933,0.73995,0.4312,1.0466,0.93913,0.80462,0,0.0011882,0.0011882,0.0011882
10,11377.1,0.50182,1.04302,0.76762,0.991,0,0.83994,0.93255,0.9313,0.87271,0.84533,0.93919,0.93741,0.85117,0.37167,0.63555,0.44331,0.7262,0,0.00118508,0.00118508,0.00118508
11,12345.6,0.48411,1.02162,0.75387,0.98688,0,0.89222,0.8149,0.91635,0.86615,0.88799,0.83191,0.92582,0.82999,0.35057,0.68152,0.5535,0.73544,0,0.0011816,0.0011816,0.0011816
12,13597.8,0.46526,0.98738,0.7194,0.97548,0,0.84995,0.91596,0.94112,0.88113,0.85465,0.92223,0.94826,0.8459,0.3853,0.70649,0.48185,0.73508,0,0.00117776,0.00117776,0.00117776
13,14414.3,0.46925,0.99181,0.70047,0.97478,0,0.87531,0.90094,0.93856,0.88771,0.88257,0.90997,0.94769,0.8554,0.32742,0.64668,0.41604,0.71539,0,0.00117357,0.00117357,0.00117357
14,15114.7,0.46563,0.9735,0.68967,0.97616,0,0.90869,0.93844,0.94989,0.90312,0.9124,0.94331,0.95431,0.86791,0.3427,0.59505,0.39473,0.70801,0,0.00116903,0.00116903,0.00116903
15,16090.6,0.44933,0.97533,0.64173,0.97022,0,0.90709,0.93507,0.96067,0.90874,0.91129,0.93796,0.96589,0.88242,0.35955,0.62046,0.39343,0.72629,0,0.00116413,0.00116413,0.00116413
16,17014,0.44541,0.95649,0.64184,0.96665,0,0.92114,0.91061,0.95854,0.91862,0.92525,0.9189,0.96474,0.87715,0.31614,0.60975,0.38473,0.70039,0,0.00115889,0.00115889,0.00115889
17,17853,0.4465,0.93489,0.63804,0.96952,0,0.94909,0.92447,0.95475,0.91082,0.95406,0.93232,0.96263,0.88331,0.33216,0.58987,0.36952,0.7094,0,0.00115331,0.00115331,0.00115331
18,18830.6,0.43836,0.92932,0.619,0.96371,0,0.93101,0.92292,0.95953,0.92496,0.93695,0.93017,0.96858,0.88564,0.28843,0.57688,0.35817,0.68397,0,0.0011474,0.0011474,0.0011474
19,19684.7,0.43208,0.93258,0.6014,0.96195,0,0.94478,0.93674,0.96605,0.92899,0.95211,0.94318,0.97215,0.88306,0.31433,0.58729,0.34842,0.69957,0,0.00114114,0.00114114,0.00114114
