epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,2325.59,0.86797,1.83888,2.32686,1.17527,0,0.2618,0.40584,0.22909,0.14956,0.22979,0.3759,0.19594,0.09149,1.03276,3.13448,3.50875,1.32951,0,0.000996283,0.000996283,0.0677869
2,3922.5,0.84809,1.51843,1.75848,1.14038,0,0.41131,0.48433,0.40394,0.30964,0.39504,0.47093,0.37719,0.26882,0.82741,1.67023,1.96544,1.18305,0,0.00199597,0.00199597,0.0354532
3,4156.16,0.7798,1.43939,1.56705,1.09978,0,0.47752,0.6289,0.60921,0.51092,0.48416,0.63631,0.62292,0.48356,0.70545,1.19238,1.26822,1.0195,0,0.00299443,0.00299443,0.00311835
4,5760.1,0.71184,1.34953,1.40781,1.06675,0,0.66036,0.53256,0.5785,0.50372,0.66338,0.56101,0.59552,0.481,0.60655,1.05658,1.34788,0.97812,0,0.00299584,0.00299584,0.00299584
5,7317.62,0.67199,1.31043,1.27985,1.0446,0,0.54481,0.73482,0.65696,0.57188,0.5468,0.74237,0.6642,0.56079,0.55726,0.88944,1.14106,0.91715,0,0.0029926,0.0029926,0.0029926
6,7610.03,0.64524,1.28221,1.18315,1.02938,0,0.69178,0.64584,0.66228,0.5877,0.69868,0.65756,0.67793,0.56976,0.50789,0.93755,1.11478,0.94687,0,0.00298845,0.00298845,0.00298845
7,9363.18,0.59974,1.20073,1.07162,1.00797,0,0.71434,0.66699,0.69606,0.61203,0.71104,0.67021,0.69815,0.55462,0.52703,1.10616,1.22574,0.93799,0,0.00298338,0.00298338,0.00298338
8,9584.27,0.57596,1.17354,1.05672,0.99757,0,0.69532,0.7988,0.8057,0.73645,0.70032,0.80493,0.81309,0.69717,0.44613,0.81591,0.77694,0.86427,0,0.00297739,0.00297739,0.00297739
9,9858.75,0.56249,1.16496,0.98868,0.9906,0,0.66743,0.77673,0.78077,0.70641,0.67248,0.78223,0.7913,0.68124,0.49224,0.81076,0.85988,0.92848,0,0.0029705,0.0029705,0.0029705
10,10150.4,0.5442,1.11482,0.94416,0.98384,0,0.86104,0.79713,0.88133,0.81971,0.86503,0.80563,0.88828,0.77108,0.38852,0.81045,0.60745,0.86014,0,0.0029627,0.0029627,0.0029627
