epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,2571.19,0.88926,1.70395,2.9719,0.01385,2.04531,0.54889,0.49658,0.50969,0.39623,0.55992,0.5055,0.5245,0.39646,0.88998,1.50023,1.45595,0.03039,0,0.000398601,0.000398601,0.0671818
2,5152.93,0.84189,1.31287,1.60834,0.01313,0.75184,0.66359,0.6461,0.67274,0.53203,0.66925,0.65527,0.68913,0.53837,0.78936,1.05102,1.26245,0.02555,0,0.000798478,0.000798478,0.0342484
3,7166.46,0.82348,1.23874,1.32627,0.01279,0.62709,0.79866,0.69349,0.78142,0.66084,0.80659,0.7051,0.80245,0.66874,0.69871,0.86509,0.88979,0.02376,0,0.00119786,0.00119786,0.00131441
4,9064.26,0.78848,1.16592,1.13124,0.01214,0.48905,0.77195,0.69054,0.79122,0.67563,0.79005,0.68625,0.81213,0.65693,0.64964,0.89418,0.83859,0.02131,0,0.00119834,0.00119834,0.00119834
5,11074,0.74286,1.11681,1.06971,0.0114,0.43035,0.7632,0.74329,0.82246,0.70516,0.77588,0.75309,0.83923,0.68956,0.63006,0.76713,0.70002,0.01989,0,0.00119704,0.00119704,0.00119704
6,12977.8,0.7345,1.10304,0.97694,0.01124,0.37605,0.80603,0.83214,0.87903,0.7823,0.82007,0.84734,0.88982,0.76552,0.53193,0.75166,0.57027,0.01669,0,0.00119538,0.00119538,0.00119538
7,14910.6,0.71244,1.09491,0.92671,0.01077,0.3515,0.83029,0.81956,0.88254,0.78902,0.8452,0.82152,0.88628,0.75912,0.50479,0.73005,0.51793,0.01605,0,0.00119335,0.00119335,0.00119335
8,16976.5,0.68912,1.05752,0.88716,0.0104,0.32407,0.87511,0.86159,0.91746,0.82118,0.88675,0.87597,0.93213,0.80983,0.52911,0.71688,0.51283,0.01756,0,0.00119096,0.00119096,0.00119096
9,18679.1,0.67213,1.01613,0.84349,0.01016,0.30708,0.82017,0.86817,0.90519,0.7937,0.86479,0.85729,0.91936,0.80166,0.59447,0.74657,0.5721,0.02051,0,0.0011882,0.0011882,0.0011882
10,20437.5,0.66616,1.03724,0.81857,0.00997,0.29222,0.8348,0.84025,0.90487,0.79726,0.84596,0.84605,0.91644,0.79454,0.53559,0.75485,0.55601,0.018,0,0.00118508,0.00118508,0.00118508
11,22306,0.64652,0.98723,0.77742,0.00944,0.26581,0.90997,0.90076,0.93743,0.83486,0.91611,0.90384,0.94182,0.84138,0.53273,0.67897,0.42204,0.01746,0,0.0011816,0.0011816,0.0011816
12,23747.9,0.63677,0.96415,0.76337,0.00942,0.26019,0.88569,0.9008,0.93837,0.86307,0.89215,0.90732,0.94468,0.83686,0.457,0.68845,0.4319,0.01408,0,0.00117776,0.00117776,0.00117776
13,25356.1,0.62455,0.98495,0.73525,0.00914,0.2538,0.90245,0.89664,0.93088,0.86297,0.9142,0.90877,0.93977,0.83947,0.44117,0.71543,0.42089,0.01352,0,0.00117357,0.00117357,0.00117357
14,27018.7,0.61768,0.94792,0.71907,0.00896,0.24074,0.8745,0.91308,0.93959,0.86293,0.88217,0.9212,0.94587,0.83317,0.44972,0.66475,0.42354,0.01402,0,0.00116903,0.00116903,0.00116903
15,28782.7,0.60296,0.94812,0.6991,0.00878,0.23323,0.8816,0.89731,0.93699,0.87263,0.88967,0.90548,0.94754,0.84689,0.43099,0.67215,0.413,0.01355,0,0.00116413,0.00116413,0.00116413
16,30365.4,0.6108,0.95527,0.68774,0.00878,0.22505,0.90587,0.89186,0.9352,0.87886,0.91778,0.90108,0.94221,0.84733,0.3953,0.65174,0.36795,0.01196,0,0.00115889,0.00115889,0.00115889
17,31912.9,0.60214,0.96028,0.68914,0.00873,0.23033,0.90601,0.92086,0.9415,0.87486,0.91447,0.92613,0.94796,0.84931,0.41468,0.62107,0.35796,0.01282,0,0.00115331,0.00115331,0.00115331
18,33586.2,0.57946,0.90831,0.6387,0.00838,0.20494,0.90789,0.89249,0.93555,0.87763,0.91886,0.90094,0.94598,0.84566,0.40683,0.63032,0.36486,0.01263,0,0.0011474,0.0011474,0.0011474
19,35288.9,0.58335,0.92699,0.65413,0.00861,0.21664,0.93878,0.91286,0.95043,0.88143,0.94441,0.91995,0.95632,0.85473,0.4166,0.67523,0.32801,0.01294,0,0.00114114,0.00114114,0.00114114
20,36921.8,0.5682,0.89414,0.63497,0.00829,0.20613,0.92905,0.89626,0.94673,0.89378,0.93747,0.90623,0.95421,0.85417,0.39927,0.6348,0.35574,0.01215,0,0.00113456,0.00113456,0.00113456
21,38704.9,0.5681,0.89879,0.60189,0.00823,0.20153,0.92637,0.91418,0.95198,0.90011,0.93342,0.92074,0.95533,0.86574,0.38656,0.62151,0.3461,0.01155,0,0.00112765,0.00112765,0.00112765
22,40345.9,0.56298,0.91176,0.61725,0.00817,0.20007,0.93681,0.91526,0.94264,0.87977,0.94421,0.92295,0.94815,0.85708,0.41862,0.67221,0.35308,0.01305,0,0.00112043,0.00112043,0.00112043
23,42133.4,0.54428,0.85739,0.58751,0.0079,0.18582,0.92298,0.92076,0.94861,0.86732,0.92948,0.92837,0.95287,0.85523,0.46043,0.63076,0.35074,0.01529,0,0.00111288,0.00111288,0.00111288
24,43756.2,0.54733,0.88587,0.59832,0.00794,0.18934,0.93599,0.89931,0.95144,0.90169,0.94351,0.90522,0.95728,0.87113,0.38113,0.61826,0.33288,0.01169,0,0.00110503,0.00110503,0.00110503
25,45214.4,0.54698,0.88627,0.58312,0.0079,0.18249,0.92686,0.90521,0.94248,0.9018,0.9365,0.91287,0.94933,0.86862,0.35141,0.59348,0.33439,0.0104,0,0.00109687,0.00109687,0.00109687
26,46744.6,0.53389,0.83906,0.56957,0.00756,0.18527,0.93029,0.91412,0.95081,0.89827,0.93835,0.91916,0.95837,0.86536,0.37368,0.64479,0.34572,0.01145,0,0.00108841,0.00108841,0.00108841
27,48520.7,0.52653,0.84329,0.57428,0.00755,0.17786,0.93794,0.91261,0.95508,0.91248,0.94717,0.91954,0.96199,0.87069,0.35341,0.60265,0.3258,0.01075,0,0.00107966,0.00107966,0.00107966
28,50219.3,0.51944,0.85231,0.55385,0.00738,0.17259,0.91831,0.91732,0.95531,0.91207,0.93191,0.91781,0.96134,0.88114,0.37432,0.59225,0.37331,0.01143,0,0.00107062,0.00107062,0.00107062
29,52012.1,0.52918,0.83664,0.56256,0.00749,0.17187,0.93836,0.92413,0.95651,0.91698,0.94458,0.9302,0.96053,0.87992,0.34512,0.59984,0.30134,0.01035,0,0.0010613,0.0010613,0.0010613
30,53759.6,0.51575,0.85332,0.54463,0.00722,0.16676,0.94319,0.91075,0.9566,0.91212,0.95072,0.91783,0.96212,0.88046,0.35658,0.60177,0.31468,0.01078,0,0.0010517,0.0010517,0.0010517
31,55529.2,0.50664,0.81928,0.52155,0.0072,0.15769,0.90801,0.92974,0.95434,0.90883,0.9148,0.93691,0.95986,0.86738,0.33809,0.68098,0.33834,0.01013,0,0.00104184,0.00104184,0.00104184
32,57160.5,0.50503,0.81333,0.5331,0.00715,0.15619,0.9178,0.92579,0.95415,0.90972,0.92489,0.93349,0.96125,0.88591,0.34602,0.60282,0.31565,0.01061,0,0.00103171,0.00103171,0.00103171
33,58928.6,0.50534,0.81233,0.52884,0.00712,0.16347,0.93516,0.92432,0.95949,0.92491,0.94102,0.93049,0.96413,0.88966,0.32574,0.60158,0.3175,0.0097,0,0.00102133,0.00102133,0.00102133
34,60642.7,0.50644,0.81463,0.51114,0.00716,0.15531,0.94977,0.91219,0.9565,0.91832,0.95812,0.92071,0.96213,0.87787,0.32632,0.58738,0.30412,0.00981,0,0.0010107,0.0010107,0.0010107
35,62326.3,0.48907,0.78186,0.48856,0.00678,0.14485,0.93738,0.91689,0.95356,0.9185,0.95701,0.91943,0.95885,0.87356,0.31991,0.57914,0.30635,0.00953,0,0.000999833,0.000999833,0.000999833
36,63965.9,0.49448,0.80399,0.49814,0.00697,0.15437,0.89474,0.94239,0.95187,0.91345,0.90012,0.94729,0.95847,0.87693,0.35075,0.60051,0.30635,0.01061,0,0.000988731,0.000988731,0.000988731
37,65551.5,0.48927,0.78802,0.50071,0.00685,0.14849,0.93062,0.92986,0.95639,0.92171,0.94123,0.93021,0.96108,0.88835,0.31307,0.58521,0.31209,0.00953,0,0.000977404,0.000977404,0.000977404
38,67082.7,0.484,0.80427,0.49723,0.00674,0.151,0.94135,0.91827,0.95092,0.9133,0.95108,0.92548,0.95708,0.87714,0.34384,0.58002,0.307,0.01022,0,0.000965859,0.000965859,0.000965859
39,79022.1,0.48185,0.791,0.48203,0.00683,0.14599,0.95947,0.90487,0.95639,0.92185,0.96376,0.91166,0.96236,0.88487,0.33059,0.5856,0.31214,0.01008,0,0.000954105,0.000954105,0.000954105
40,80521.2,0.47509,0.77689,0.4715,0.00651,0.13994,0.94281,0.92163,0.95815,0.92713,0.94971,0.92886,0.96212,0.88921,0.3026,0.57127,0.27728,0.00886,0,0.000942149,0.000942149,0.000942149
41,82222,0.47525,0.80676,0.48216,0.00671,0.1452,0.95224,0.9385,0.96355,0.92916,0.95855,0.94221,0.96792,0.89007,0.31024,0.59166,0.27368,0.00913,0,0.00093,0.00093,0.00093
42,83854.8,0.48414,0.81923,0.48107,0.00674,0.14542,0.92515,0.94465,0.95782,0.92724,0.93043,0.94883,0.96341,0.89222,0.31171,0.58232,0.27806,0.00951,0,0.000917666,0.000917666,0.000917666
43,85427.6,0.47111,0.7805,0.46292,0.00659,0.1426,0.94507,0.94479,0.96157,0.92993,0.9578,0.94164,0.96617,0.89165,0.31458,0.57886,0.26899,0.00965,0,0.000905155,0.000905155,0.000905155
44,87124.2,0.46478,0.76291,0.45325,0.0064,0.14192,0.95776,0.93688,0.95913,0.92611,0.9631,0.9468,0.96564,0.89131,0.30272,0.58174,0.28053,0.0089,0,0.000892476,0.000892476,0.000892476
45,88906.8,0.45647,0.76151,0.43957,0.00635,0.1295,0.92547,0.94664,0.95583,0.92518,0.93151,0.95293,0.9616,0.89033,0.30512,0.59374,0.27922,0.00906,0,0.000879638,0.000879638,0.000879638
46,90546.1,0.45277,0.7632,0.45089,0.00621,0.13045,0.94236,0.93815,0.95509,0.92523,0.9468,0.94392,0.96051,0.88821,0.28662,0.59401,0.26819,0.00854,0,0.000866649,0.000866649,0.000866649
47,92087.8,0.46083,0.77746,0.45304,0.0063,0.13299,0.95976,0.93057,0.96191,0.93317,0.96482,0.93725,0.96587,0.89158,0.28618,0.56627,0.25978,0.00828,0,0.000853519,0.000853519,0.000853519
48,93719.7,0.45503,0.76612,0.44651,0.0063,0.13517,0.95492,0.93217,0.95919,0.93085,0.95849,0.93736,0.96469,0.89276,0.29938,0.58158,0.27392,0.00881,0,0.000840256,0.000840256,0.000840256
