epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,2379.94,0.83566,1.64754,2.8896,0.01283,2.05065,0.65625,0.47321,0.53842,0.44478,0.65778,0.47101,0.53868,0.38391,0.77704,1.57484,1.51807,0.02552,0,0.00039854,0.00039854,0.0671869
2,4685.02,0.81065,1.23212,1.46678,0.01266,0.73066,0.69964,0.68815,0.76678,0.62045,0.70905,0.6971,0.77214,0.61498,0.71478,0.98524,0.96801,0.02429,0,0.000798417,0.000798417,0.0342534
3,6863.69,0.78929,1.16422,1.20777,0.01242,0.56574,0.7998,0.7479,0.8628,0.75808,0.81397,0.76293,0.88313,0.7356,0.57269,0.8285,0.74422,0.01812,0,0.0011978,0.0011978,0.00131946
4,8791.65,0.77195,1.12788,1.09245,0.01199,0.45375,0.80655,0.81633,0.84632,0.74875,0.8206,0.8248,0.85976,0.73185,0.54527,0.74056,0.62115,0.01694,0,0.00119834,0.00119834,0.00119834
5,10660.6,0.72705,1.10818,1.01279,0.01103,0.40737,0.81141,0.76372,0.82637,0.70692,0.84405,0.80098,0.88712,0.69691,0.61887,0.82592,0.74068,0.0202,0,0.00119704,0.00119704,0.00119704
6,12580.6,0.69705,1.03482,0.90217,0.01057,0.34815,0.85323,0.85254,0.87727,0.77247,0.86473,0.8547,0.88458,0.76531,0.54206,0.64995,0.52476,0.01699,0,0.00119538,0.00119538,0.00119538
7,14582.5,0.6872,1.02782,0.89421,0.01043,0.3418,0.90281,0.85554,0.93205,0.81755,0.89781,0.86604,0.94029,0.84344,0.54626,0.64026,0.46176,0.01828,0,0.00119335,0.00119335,0.00119335
8,16277,0.66013,1.04081,0.83023,0.01009,0.31167,0.88857,0.8427,0.9189,0.83365,0.89757,0.85215,0.92866,0.82077,0.4993,0.63889,0.48577,0.01553,0,0.00119096,0.00119096,0.00119096
9,18335.4,0.64896,0.96802,0.77751,0.00977,0.28864,0.92574,0.90401,0.95384,0.87846,0.93842,0.91641,0.96372,0.86782,0.44743,0.62793,0.40352,0.01427,0,0.0011882,0.0011882,0.0011882
10,19983,0.64195,0.98215,0.78437,0.00963,0.28201,0.91804,0.8313,0.92937,0.84341,0.92089,0.83877,0.93606,0.8282,0.49498,0.63422,0.45424,0.0154,0,0.00118508,0.00118508,0.00118508
11,21552.8,0.63942,0.96495,0.76488,0.00948,0.26694,0.91176,0.88009,0.93426,0.8714,0.91673,0.88884,0.94139,0.83584,0.41853,0.62827,0.44599,0.01278,0,0.0011816,0.0011816,0.0011816
12,23173.1,0.60317,0.92316,0.72254,0.00889,0.24906,0.91708,0.90917,0.9504,0.88955,0.92945,0.92022,0.95886,0.85635,0.41665,0.59934,0.41255,0.01288,0,0.00117776,0.00117776,0.00117776
13,24945.5,0.59219,0.90978,0.69919,0.00866,0.23958,0.89639,0.93966,0.9478,0.88999,0.90458,0.94635,0.95328,0.86077,0.40811,0.59308,0.33669,0.0127,0,0.00117357,0.00117357,0.00117357
14,26475.9,0.59783,0.91592,0.70647,0.00874,0.23546,0.93387,0.92141,0.95583,0.85753,0.93829,0.92629,0.96215,0.88208,0.52481,0.57888,0.38739,0.0187,0,0.00116903,0.00116903,0.00116903
15,28064.3,0.57799,0.90904,0.64451,0.00849,0.21135,0.94214,0.91778,0.96536,0.90605,0.95108,0.92364,0.96951,0.87305,0.40979,0.58389,0.33087,0.01236,0,0.00116413,0.00116413,0.00116413
16,29405.5,0.57564,0.91081,0.6578,0.00838,0.21659,0.93639,0.91077,0.95341,0.90023,0.93256,0.93298,0.96002,0.86452,0.39699,0.5773,0.35974,0.01236,0,0.00115889,0.00115889,0.00115889
17,30966.2,0.5637,0.87623,0.62646,0.00836,0.20969,0.92062,0.92863,0.95898,0.88755,0.92883,0.93364,0.96692,0.871,0.43852,0.55199,0.35263,0.01405,0,0.00115331,0.00115331,0.00115331
18,32518.6,0.56491,0.8819,0.627,0.00826,0.20259,0.94328,0.9329,0.95805,0.8818,0.94653,0.93585,0.96289,0.88082,0.45758,0.57274,0.34551,0.01459,0,0.0011474,0.0011474,0.0011474
19,34663.6,0.55514,0.87409,0.61072,0.00817,0.19569,0.93362,0.92837,0.95866,0.90736,0.94069,0.93618,0.96525,0.88132,0.37617,0.56827,0.31946,0.01123,0,0.00114114,0.00114114,0.00114114
20,36399,0.56004,0.89562,0.62353,0.00817,0.21044,0.95325,0.89839,0.95653,0.90578,0.96173,0.90649,0.96341,0.88358,0.37952,0.55375,0.33522,0.01143,0,0.00113456,0.00113456,0.00113456
21,38099.2,0.54783,0.86658,0.59662,0.00789,0.19439,0.95057,0.92535,0.96083,0.90838,0.95533,0.93267,0.96654,0.87793,0.39483,0.55702,0.31668,0.01211,0,0.00112765,0.00112765,0.00112765
22,39792.1,0.5421,0.86248,0.59196,0.00781,0.18751,0.94257,0.91644,0.95707,0.91577,0.9481,0.91999,0.96087,0.88214,0.3463,0.55279,0.33154,0.0105,0,0.00112043,0.00112043,0.00112043
23,41428.4,0.53481,0.87316,0.57438,0.00759,0.1852,0.94446,0.90092,0.96159,0.92311,0.95673,0.9113,0.96535,0.88282,0.32873,0.57787,0.32287,0.00986,0,0.00111288,0.00111288,0.00111288
24,43065.6,0.53093,0.83477,0.56561,0.00766,0.18237,0.93936,0.93052,0.96256,0.91989,0.94706,0.93883,0.96896,0.89714,0.3705,0.52708,0.30571,0.01136,0,0.00110503,0.00110503,0.00110503
25,44751.4,0.52628,0.84153,0.54757,0.00761,0.17354,0.9455,0.94792,0.96667,0.91004,0.95032,0.95273,0.97168,0.89838,0.38997,0.53992,0.29725,0.01255,0,0.00109687,0.00109687,0.00109687
26,46162.8,0.53223,0.86518,0.5566,0.0077,0.17362,0.93965,0.92307,0.96308,0.9248,0.95573,0.92501,0.96939,0.89151,0.33456,0.55024,0.32112,0.00988,0,0.00108841,0.00108841,0.00108841
27,47824.3,0.50764,0.8044,0.53338,0.0072,0.16464,0.94083,0.93446,0.96639,0.93381,0.95333,0.93941,0.9714,0.88906,0.31468,0.56121,0.31168,0.00925,0,0.00107966,0.00107966,0.00107966
28,49514,0.51787,0.81547,0.54514,0.00732,0.16964,0.95322,0.91746,0.95605,0.91982,0.95865,0.92254,0.96272,0.8868,0.33486,0.52809,0.30955,0.01017,0,0.00107062,0.00107062,0.00107062
29,51092.3,0.52085,0.81662,0.55099,0.0073,0.16669,0.9501,0.94535,0.96668,0.93284,0.95687,0.95239,0.97284,0.89481,0.31236,0.52501,0.27865,0.00931,0,0.0010613,0.0010613,0.0010613
30,52722.6,0.49918,0.78497,0.51595,0.007,0.16107,0.94598,0.94633,0.9688,0.9318,0.9517,0.95272,0.97328,0.89241,0.3448,0.52909,0.30865,0.01052,0,0.0010517,0.0010517,0.0010517
31,54522.6,0.50705,0.80272,0.53001,0.00708,0.16243,0.95508,0.93747,0.9688,0.9336,0.96274,0.94062,0.97309,0.89677,0.30373,0.52878,0.29254,0.0088,0,0.00104184,0.00104184,0.00104184
32,56143.9,0.49427,0.81018,0.50933,0.00685,0.16062,0.95066,0.9357,0.96821,0.93103,0.95621,0.94218,0.97307,0.88782,0.31706,0.53851,0.2803,0.00927,0,0.00103171,0.00103171,0.00103171
33,57871.2,0.48988,0.83683,0.5211,0.007,0.16352,0.95566,0.92217,0.96258,0.92177,0.96192,0.928,0.96836,0.89716,0.32659,0.52582,0.29389,0.01005,0,0.00102133,0.00102133,0.00102133
34,59648,0.48811,0.80154,0.49858,0.00696,0.16279,0.92995,0.93766,0.96549,0.92805,0.93169,0.94838,0.97203,0.90279,0.32658,0.5372,0.31327,0.0098,0,0.0010107,0.0010107,0.0010107
