epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,3091.2,0.90642,1.7188,2.95915,0.01221,2.06826,0.59773,0.3339,0.41802,0.3205,0.61293,0.33968,0.42297,0.27064,0.82957,2.29876,2.09971,0.02256,0,0.000398649,0.000398649,0.0671779
2,5608.57,0.86084,1.3851,1.58351,0.01188,0.6607,0.64372,0.69601,0.69248,0.53492,0.65553,0.70744,0.70879,0.53162,0.83097,1.1663,1.05583,0.02429,0,0.000798525,0.000798525,0.0342445
3,8037.32,0.84108,1.32342,1.30969,0.01153,0.54405,0.71585,0.77046,0.79935,0.63762,0.73162,0.7767,0.8047,0.61724,0.79782,1.13426,0.82449,0.02296,0,0.00119791,0.00119791,0.00131052
4,10381.7,0.82622,1.24398,1.17225,0.01121,0.46995,0.7882,0.74369,0.80871,0.66072,0.78046,0.75361,0.81421,0.62411,0.71646,0.95338,0.76502,0.01956,0,0.00119834,0.00119834,0.00119834
5,12398.1,0.78712,1.19106,1.06759,0.01066,0.40774,0.74772,0.78955,0.82463,0.67352,0.75759,0.78596,0.83363,0.65731,0.70213,1.00966,0.78521,0.01951,0,0.00119704,0.00119704,0.00119704
6,14510.2,0.764,1.14402,0.95926,0.01019,0.36481,0.83312,0.78775,0.85342,0.71423,0.84822,0.79804,0.86875,0.70562,0.65442,0.90865,0.67411,0.01844,0,0.00119538,0.00119538,0.00119538
7,16477.7,0.74029,1.16692,0.93026,0.00992,0.3441,0.81705,0.85011,0.87286,0.73549,0.81933,0.85111,0.87829,0.71209,0.65549,0.9855,0.59392,0.01758,0,0.00119335,0.00119335,0.00119335
8,18242.6,0.72557,1.1034,0.86368,0.00958,0.31084,0.84928,0.84643,0.88933,0.75752,0.85709,0.85413,0.8973,0.73845,0.62371,0.90295,0.554,0.01646,0,0.00119096,0.00119096,0.00119096
9,20030.7,0.71169,1.11401,0.84305,0.00946,0.30781,0.81885,0.82859,0.89245,0.7663,0.82426,0.83679,0.89936,0.73708,0.58164,0.86243,0.5458,0.01529,0,0.0011882,0.0011882,0.0011882
10,22050.5,0.70262,1.09304,0.8047,0.00923,0.28701,0.8771,0.86061,0.9177,0.77909,0.87615,0.86004,0.91519,0.74628,0.60231,0.96538,0.53141,0.01598,0,0.00118508,0.00118508,0.00118508
