epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,6323.97,0.74006,1.60599,2.05521,1.14897,0,0.44517,0.48099,0.45164,0.36019,0.47711,0.44142,0.43483,0.31712,0.71502,1.96433,2.54822,1.05076,0,0.00039854,0.00039854,0.0671869
2,12590,0.76502,1.49008,1.64677,1.15835,0,0.499,0.62906,0.5387,0.44449,0.49178,0.61888,0.52315,0.38239,0.67966,1.66925,1.97359,1.00191,0,0.000798417,0.000798417,0.0342534
3,19075.6,0.73865,1.44014,1.46817,1.13731,0,0.51281,0.52178,0.44963,0.37683,0.51652,0.52572,0.45926,0.34751,0.59701,1.32047,2.3569,0.93768,0,0.0011978,0.0011978,0.00131946
4,25055.8,0.68531,1.30724,1.3388,1.09971,0,0.72685,0.72962,0.79578,0.70881,0.7337,0.7403,0.80411,0.69056,0.53313,0.80888,0.87199,0.87702,0,0.00119834,0.00119834,0.00119834
5,31030.4,0.61907,1.25463,1.17532,1.06512,0,0.60418,0.79663,0.7464,0.66406,0.61195,0.80163,0.75379,0.62328,0.48678,0.91175,0.93054,0.86799,0,0.00119704,0.00119704,0.00119704
6,37318.4,0.59582,1.20067,1.11023,1.05031,0,0.7079,0.78083,0.80216,0.73464,0.71563,0.78863,0.81596,0.69793,0.44007,0.79122,0.8434,0.80195,0,0.00119538,0.00119538,0.00119538
7,43412,0.55509,1.14151,1.0134,1.02679,0,0.71047,0.77678,0.80052,0.72995,0.71337,0.78165,0.80377,0.6994,0.44354,0.92423,1.0242,0.7988,0,0.00119335,0.00119335,0.00119335
8,49496.8,0.53901,1.09641,0.95482,1.01938,0,0.82042,0.86236,0.89957,0.84102,0.82651,0.87099,0.90845,0.80913,0.3672,0.6941,0.58347,0.74662,0,0.00119096,0.00119096,0.00119096
9,55670,0.53331,1.10764,0.94102,1.01751,0,0.76958,0.81255,0.86478,0.80922,0.73242,0.86261,0.87159,0.77913,0.35697,0.64194,0.62088,0.71328,0,0.0011882,0.0011882,0.0011882
10,61797.6,0.50953,1.0741,0.8861,1.00266,0,0.84578,0.88323,0.92456,0.86517,0.85235,0.88913,0.93259,0.83073,0.35193,0.67746,0.5329,0.71036,0,0.00118508,0.00118508,0.00118508
11,67901.4,0.50265,1.07333,0.86192,1.00047,0,0.85657,0.92457,0.92634,0.87274,0.86609,0.93575,0.93927,0.84347,0.3405,0.66413,0.48296,0.71024,0,0.0011816,0.0011816,0.0011816
12,74097.5,0.48983,1.0141,0.80354,0.99234,0,0.87347,0.88272,0.92839,0.87272,0.88624,0.89526,0.94071,0.84583,0.36499,0.66055,0.47371,0.72638,0,0.00117776,0.00117776,0.00117776
13,80229.8,0.48025,1.02871,0.77173,0.98664,0,0.82931,0.89007,0.90398,0.85501,0.83366,0.89672,0.91263,0.82438,0.32805,0.61056,0.48193,0.71381,0,0.00117357,0.00117357,0.00117357
14,86404.4,0.47501,1.00043,0.75032,0.98211,0,0.852,0.9233,0.93907,0.89513,0.85693,0.93073,0.94619,0.85841,0.31266,0.63147,0.44223,0.69711,0,0.00116903,0.00116903,0.00116903
15,92575.2,0.46675,0.97439,0.729,0.97888,0,0.77737,0.95337,0.92774,0.88749,0.78334,0.9622,0.93475,0.84447,0.29699,0.59186,0.43715,0.6847,0,0.00116413,0.00116413,0.00116413
16,98714.2,0.4576,0.94785,0.704,0.97315,0,0.9337,0.85835,0.92201,0.8844,0.939,0.86286,0.92676,0.84467,0.31155,0.59316,0.42255,0.69274,0,0.00115889,0.00115889,0.00115889
17,104906,0.45519,0.9493,0.71253,0.97538,0,0.93542,0.86449,0.93279,0.88623,0.93959,0.87696,0.93992,0.85627,0.33812,0.61198,0.43242,0.71333,0,0.00115331,0.00115331,0.00115331
18,111116,0.44316,0.98309,0.68579,0.96884,0,0.87806,0.95295,0.94213,0.90426,0.88739,0.96377,0.95077,0.86559,0.28105,0.59549,0.3602,0.67136,0,0.0011474,0.0011474,0.0011474
19,117381,0.43111,0.91323,0.6523,0.96107,0,0.86501,0.94723,0.94237,0.9058,0.87545,0.95924,0.94871,0.86744,0.28137,0.5723,0.36748,0.67055,0,0.00114114,0.00114114,0.00114114
20,123626,0.4369,0.94533,0.64026,0.96356,0,0.85871,0.95627,0.94092,0.89963,0.87888,0.96041,0.9469,0.86816,0.29609,0.5732,0.38458,0.68471,0,0.00113456,0.00113456,0.00113456
21,129900,0.42995,0.95239,0.62399,0.96184,0,0.84714,0.96754,0.94937,0.91408,0.85097,0.97305,0.95535,0.87673,0.29478,0.60004,0.44189,0.68976,0,0.00112765,0.00112765,0.00112765
22,136128,0.41988,0.91045,0.60795,0.95509,0,0.79539,0.94979,0.93443,0.89823,0.89889,0.88231,0.94324,0.87361,0.29439,0.55461,0.42984,0.67522,0,0.00112043,0.00112043,0.00112043
23,142249,0.4176,0.91072,0.60584,0.95553,0,0.88778,0.94722,0.95552,0.92621,0.89164,0.95918,0.95941,0.88659,0.26003,0.56213,0.33332,0.6557,0,0.00111288,0.00111288,0.00111288
24,148327,0.41197,0.87078,0.59488,0.94882,0,0.8851,0.93379,0.94744,0.91223,0.88782,0.93781,0.95153,0.87213,0.28472,0.57214,0.34698,0.6794,0,0.00110503,0.00110503,0.00110503
25,154443,0.41286,0.91512,0.59201,0.94674,0,0.93166,0.8893,0.94183,0.91152,0.93679,0.89465,0.94612,0.87284,0.29017,0.56988,0.38688,0.68027,0,0.00109687,0.00109687,0.00109687
26,160606,0.4081,0.90233,0.59508,0.95083,0,0.88893,0.95818,0.95252,0.92294,0.89515,0.96181,0.95624,0.8844,0.26665,0.54129,0.32542,0.66045,0,0.00108841,0.00108841,0.00108841
27,166883,0.41667,0.90856,0.58086,0.95438,0,0.89091,0.9514,0.95373,0.92491,0.89414,0.95493,0.95802,0.88737,0.27353,0.55983,0.33947,0.67444,0,0.00107966,0.00107966,0.00107966
28,173160,0.40115,0.86686,0.57831,0.94647,0,0.89269,0.953,0.95511,0.92749,0.89904,0.96011,0.96276,0.89229,0.26689,0.5358,0.3317,0.66327,0,0.00107062,0.00107062,0.00107062
