epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,1997.43,0.86042,1.79311,2.35619,1.1634,0,0.27588,0.40687,0.30172,0.23745,0.27696,0.40876,0.2989,0.19256,0.72015,1.81529,2.5823,1.11452,0,0.00099635,0.00099635,0.0677847
2,4958.74,0.84911,1.53554,1.76881,1.14215,0,0.19219,0.52003,0.28014,0.21945,0.17662,0.47139,0.25353,0.17162,0.79071,2.15496,3.22093,1.21134,0,0.00199604,0.00199604,0.035451
3,6520.42,0.77191,1.42296,1.55624,1.09851,0,0.39657,0.50202,0.34517,0.27521,0.4035,0.50924,0.36256,0.25277,0.73072,1.55229,2.24572,1.11272,0,0.0029945,0.0029945,0.00311616
4,7115.99,0.71824,1.35604,1.37149,1.06839,0,0.57324,0.57622,0.59714,0.52014,0.53796,0.58492,0.60366,0.48405,0.57125,1.11133,1.33905,0.9803,0,0.00299584,0.00299584,0.00299584
5,7341.37,0.67485,1.28129,1.2626,1.04263,0,0.69241,0.72572,0.78332,0.70603,0.69981,0.73388,0.79156,0.66813,0.47296,0.84531,0.8644,0.8967,0,0.0029926,0.0029926,0.0029926
6,7557.95,0.63457,1.20253,1.13461,1.02161,0,0.71028,0.80723,0.84432,0.7683,0.71948,0.81609,0.86037,0.73174,0.46484,0.83283,0.73739,0.90283,0,0.00298845,0.00298845,0.00298845
7,7714.38,0.59971,1.19888,1.07165,1.00794,0,0.77559,0.80333,0.82322,0.75119,0.78241,0.81524,0.83361,0.72603,0.44643,0.7504,0.69998,0.89013,0,0.00298338,0.00298338,0.00298338
8,7990.96,0.57411,1.18552,1.01126,0.99872,0,0.70431,0.76475,0.80949,0.71415,0.70764,0.76889,0.81689,0.69149,0.5091,0.81355,0.77573,0.92187,0,0.00297739,0.00297739,0.00297739
9,8204.15,0.57209,1.12788,0.96513,0.99588,0,0.79374,0.82959,0.85073,0.78159,0.8092,0.81388,0.85732,0.73686,0.41565,0.92327,0.66051,0.85846,0,0.0029705,0.0029705,0.0029705
10,9065.4,0.56039,1.11676,0.91699,0.98848,0,0.90528,0.79895,0.91252,0.82767,0.90913,0.80465,0.9167,0.80845,0.44584,0.72107,0.6251,0.89387,0,0.0029627,0.0029627,0.0029627
11,9201.7,0.53671,1.09998,0.88481,0.97533,0,0.85996,0.84864,0.88609,0.82084,0.85445,0.86348,0.89457,0.79019,0.3964,0.68936,0.51654,0.85763,0,0.002954,0.002954,0.002954
12,9344.1,0.51702,1.06852,0.8515,0.96814,0,0.80631,0.85007,0.90056,0.83404,0.81548,0.86129,0.91441,0.80194,0.42538,0.73749,0.57591,0.86838,0,0.00294441,0.00294441,0.00294441
13,9519.19,0.51879,1.05734,0.82563,0.96792,0,0.82549,0.84807,0.9152,0.8516,0.82967,0.85575,0.91935,0.81558,0.39573,0.70995,0.51357,0.86259,0,0.00293393,0.00293393,0.00293393
14,9711.7,0.51339,1.03703,0.81932,0.96805,0,0.77099,0.84019,0.85389,0.79006,0.77849,0.84663,0.86079,0.73008,0.41416,1.00823,0.67641,0.86174,0,0.00292257,0.00292257,0.00292257
15,10426.7,0.48952,1.03649,0.7474,0.95788,0,0.80092,0.86183,0.90914,0.8332,0.80667,0.87041,0.91696,0.78755,0.43771,0.87414,0.59554,0.91204,0,0.00291033,0.00291033,0.00291033
