epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,1136.99,1.13408,2.68865,6.14547,0.01502,5.63548,0.00638,0.39614,0.01355,0.00762,0.08406,0.06701,0.00726,0.00332,1.42772,5.24717,4.17693,0.04241,0,0.000390476,0.000390476,0.0678508
2,1912.58,0.9985,1.80587,3.05308,0.01326,3.14955,0.38368,0.19821,0.17017,0.11568,0.37378,0.09404,0.08519,0.0404,1.06529,9.58811,2.57502,0.03448,0,0.000790354,0.000790354,0.0349173
3,2372.73,1.02798,1.68327,2.57557,0.01414,1.83269,0.39288,0.33363,0.26774,0.1887,0.39189,0.3277,0.26697,0.17881,0.95356,1.43426,2.13054,0.02708,0,0.00118974,0.00118974,0.00198339
4,2807.87,1.00437,1.53092,2.26694,0.01393,0.99433,0.48569,0.39212,0.36879,0.2552,0.48723,0.39065,0.36981,0.2606,1.03343,1.24442,1.9714,0.03039,0,0.00119834,0.00119834,0.00119834
5,3151.11,1.02849,1.69727,2.07039,0.01411,0.80508,0.48911,0.45223,0.41245,0.30254,0.48285,0.45924,0.42333,0.30786,0.90584,1.27653,1.84901,0.02644,0,0.00119704,0.00119704,0.00119704
6,3470.38,0.96517,1.4699,1.85914,0.0128,0.78307,0.44396,0.37011,0.37492,0.27514,0.47899,0.39738,0.38872,0.29938,0.95338,1.2272,2.18805,0.02807,0,0.00119538,0.00119538,0.00119538
7,3787.36,0.93739,1.44214,1.76856,0.0131,0.74286,0.45864,0.48877,0.49945,0.39425,0.52196,0.50392,0.5188,0.38807,0.80364,1.08956,1.51624,0.02345,0,0.00119335,0.00119335,0.00119335
8,4068.73,0.94084,1.4373,1.64135,0.01295,0.72016,0.46365,0.53473,0.60283,0.44631,0.47912,0.55517,0.62307,0.47511,0.86015,1.11773,1.43692,0.02638,0,0.00119096,0.00119096,0.00119096
9,4338.82,0.92589,1.39444,1.60671,0.01216,0.70977,0.4737,0.55118,0.56597,0.4342,0.4799,0.55897,0.57496,0.4388,0.86056,1.13191,1.36169,0.02525,0,0.0011882,0.0011882,0.0011882
10,4638.42,0.94516,1.44636,1.46321,0.0128,0.707,0.54171,0.61008,0.61069,0.47623,0.53889,0.61819,0.61917,0.49202,0.82931,0.92672,1.15946,0.02382,0,0.00118508,0.00118508,0.00118508
