epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,7070.61,0.89799,1.88842,2.35218,1.19521,0,0.29904,0.35035,0.127,0.08329,0.29444,0.35156,0.12501,0.0707,1.19156,2.37786,24.7414,1.56713,0,0.000996283,0.000996283,0.0677869
2,13301.8,0.90736,1.61662,1.86294,1.18383,0,0.32678,0.59306,0.43377,0.3418,0.33638,0.60933,0.45084,0.31466,0.74096,1.80909,3.36447,1.18642,0,0.00199597,0.00199597,0.0354532
3,17791.1,0.81811,1.47107,1.60351,1.12706,0,0.31125,0.43914,0.34578,0.27706,0.50247,0.34418,0.36239,0.24903,0.77319,1.59971,2.8376,1.14183,0,0.00299443,0.00299443,0.00311835
4,21971.3,0.72864,1.36985,1.38428,1.07786,0,0.62368,0.6599,0.69997,0.59183,0.61857,0.6793,0.71313,0.54593,0.6456,1.2709,1.26985,1.00608,0,0.00299584,0.00299584,0.00299584
5,24987.4,0.68148,1.29685,1.28014,1.05604,0,0.69149,0.72031,0.7482,0.65455,0.69712,0.72961,0.75856,0.63437,0.5771,0.90435,0.94749,0.96262,0,0.0029926,0.0029926,0.0029926
6,27874.1,0.63298,1.20337,1.17235,1.02497,0,0.65718,0.83014,0.83967,0.76415,0.65931,0.84272,0.84892,0.73023,0.47404,0.85441,0.81371,0.90659,0,0.00298845,0.00298845,0.00298845
7,30800,0.60435,1.19489,1.07893,1.01761,0,0.69701,0.83251,0.85702,0.7909,0.69488,0.83939,0.86313,0.74882,0.44086,0.82549,0.75207,0.87954,0,0.00298338,0.00298338,0.00298338
8,33841.8,0.58738,1.17214,1.01422,1.00633,0,0.81105,0.80568,0.86672,0.79053,0.81708,0.81299,0.877,0.75899,0.45984,0.86622,0.70883,0.88881,0,0.00297739,0.00297739,0.00297739
9,36703.7,0.572,1.13513,0.97302,0.99465,0,0.81817,0.80565,0.87072,0.80359,0.82744,0.81914,0.88093,0.77204,0.41654,0.73461,0.68822,0.86756,0,0.0029705,0.0029705,0.0029705
10,39513.4,0.55632,1.12278,0.9388,0.99118,0,0.87002,0.88764,0.91771,0.83737,0.87827,0.89565,0.92826,0.80874,0.44896,0.75078,0.54807,0.88511,0,0.0029627,0.0029627,0.0029627
11,41897.9,0.54754,1.09736,0.88907,0.98555,0,0.80372,0.91369,0.91251,0.85042,0.81041,0.92035,0.91963,0.81821,0.42171,0.67739,0.56201,0.86371,0,0.002954,0.002954,0.002954
12,44869.9,0.53474,1.07847,0.86373,0.98042,0,0.81044,0.87497,0.90947,0.84547,0.84156,0.85961,0.9173,0.81798,0.41397,0.67008,0.57297,0.85156,0,0.00294441,0.00294441,0.00294441
13,47719.7,0.5062,1.05058,0.81613,0.96702,0,0.8942,0.88304,0.92697,0.86962,0.90093,0.89128,0.93615,0.82941,0.36821,0.66892,0.49314,0.84775,0,0.00293393,0.00293393,0.00293393
14,50662.2,0.50769,1.0243,0.78641,0.96771,0,0.88245,0.88644,0.93426,0.88479,0.89138,0.89318,0.94179,0.84258,0.35436,0.67029,0.47234,0.83128,0,0.00292257,0.00292257,0.00292257
15,53182.8,0.49538,1.001,0.76464,0.96073,0,0.86719,0.90689,0.94533,0.89801,0.87597,0.91541,0.95253,0.86071,0.34569,0.64049,0.46136,0.82738,0,0.00291033,0.00291033,0.00291033
16,55785.1,0.4986,1.02549,0.76152,0.96841,0,0.9326,0.85261,0.90945,0.8564,0.93811,0.85815,0.91677,0.82442,0.37516,0.63075,0.4674,0.83508,0,0.00289724,0.00289724,0.00289724
17,58357.8,0.48117,1.00991,0.73757,0.95703,0,0.91933,0.8894,0.93923,0.89128,0.9301,0.89859,0.94807,0.85727,0.32832,0.62421,0.42758,0.82902,0,0.00288329,0.00288329,0.00288329
18,60923.4,0.47926,0.97872,0.71403,0.95518,0,0.80352,0.89121,0.91819,0.86342,0.8103,0.8979,0.92561,0.81777,0.35355,0.64384,0.53273,0.84766,0,0.00286849,0.00286849,0.00286849
19,63712.2,0.48471,0.99881,0.71804,0.95865,0,0.9272,0.89715,0.94448,0.89877,0.93876,0.90939,0.95544,0.85557,0.33393,0.6214,0.48052,0.83195,0,0.00285286,0.00285286,0.00285286
20,66507.3,0.46797,0.98064,0.69075,0.94958,0,0.93611,0.91527,0.95401,0.90818,0.9393,0.91916,0.9606,0.86034,0.32497,0.63844,0.38725,0.82885,0,0.0028364,0.0028364,0.0028364
21,69270.2,0.46808,0.98749,0.68241,0.95242,0,0.89203,0.92121,0.94499,0.89915,0.89761,0.92625,0.95283,0.86599,0.33696,0.59608,0.39442,0.82207,0,0.00281913,0.00281913,0.00281913
22,71818.2,0.46262,0.98002,0.65904,0.94973,0,0.84622,0.87204,0.93247,0.88555,0.85477,0.88117,0.93992,0.84811,0.34819,0.61946,0.49233,0.82735,0,0.00280106,0.00280106,0.00280106
23,74416.2,0.45076,0.94523,0.63639,0.94484,0,0.92505,0.91319,0.95436,0.90741,0.92633,0.91945,0.96024,0.87262,0.37562,0.61054,0.39119,0.84147,0,0.00278221,0.00278221,0.00278221
24,78512.4,0.45751,0.96423,0.63895,0.94756,0,0.93453,0.91938,0.95037,0.90786,0.94283,0.92849,0.95688,0.86851,0.32476,0.62253,0.36299,0.8205,0,0.00276257,0.00276257,0.00276257
25,82683.8,0.43466,0.93422,0.61014,0.93555,0,0.94069,0.91829,0.95859,0.92121,0.94904,0.92221,0.96594,0.87831,0.30934,0.58785,0.34905,0.80857,0,0.00274217,0.00274217,0.00274217
26,85965.5,0.43463,0.93897,0.61488,0.93492,0,0.93418,0.92644,0.95782,0.92122,0.93829,0.93081,0.96385,0.88084,0.29755,0.56225,0.33327,0.82108,0,0.00272103,0.00272103,0.00272103
27,89262.8,0.43325,0.92094,0.60001,0.94007,0,0.93866,0.91581,0.962,0.92711,0.94474,0.92197,0.96769,0.88506,0.28756,0.5884,0.33973,0.80599,0,0.00269915,0.00269915,0.00269915
28,92408.4,0.4301,0.88728,0.57726,0.93141,0,0.93198,0.92668,0.95721,0.9207,0.93888,0.93388,0.96633,0.88712,0.31854,0.56321,0.34623,0.81174,0,0.00267655,0.00267655,0.00267655
29,95522.7,0.42937,0.90798,0.58191,0.93043,0,0.94675,0.93547,0.96478,0.92648,0.9524,0.94095,0.97144,0.8903,0.30229,0.56688,0.31394,0.79965,0,0.00265325,0.00265325,0.00265325
30,98855.3,0.41574,0.87832,0.57428,0.93055,0,0.93315,0.93247,0.96374,0.91825,0.94107,0.94117,0.97165,0.88625,0.33017,0.58676,0.36924,0.80954,0,0.00262926,0.00262926,0.00262926
31,102145,0.42069,0.89398,0.56263,0.93249,0,0.9519,0.92881,0.96248,0.93008,0.95428,0.94053,0.96831,0.89224,0.29394,0.56635,0.3118,0.80073,0,0.00260459,0.00260459,0.00260459
32,105447,0.42239,0.88588,0.56311,0.93181,0,0.94971,0.93551,0.96864,0.93389,0.95678,0.94419,0.97498,0.8916,0.28375,0.58024,0.30165,0.80111,0,0.00257928,0.00257928,0.00257928
33,108357,0.41774,0.8873,0.55677,0.92765,0,0.95016,0.93421,0.96137,0.92972,0.95764,0.94071,0.96718,0.88409,0.29288,0.5805,0.31477,0.80822,0,0.00255333,0.00255333,0.00255333
34,111391,0.40653,0.88031,0.53232,0.92638,0,0.96349,0.93577,0.9701,0.93281,0.9557,0.95376,0.97745,0.89727,0.29296,0.54382,0.30181,0.80234,0,0.00252675,0.00252675,0.00252675
35,114488,0.40589,0.88713,0.54368,0.92669,0,0.95283,0.92821,0.96078,0.93241,0.95668,0.93319,0.96936,0.89261,0.26899,0.54395,0.30792,0.78714,0,0.00249958,0.00249958,0.00249958
36,117546,0.40728,0.87685,0.53856,0.92658,0,0.94587,0.93292,0.96679,0.9336,0.95269,0.93924,0.97442,0.89439,0.29029,0.5454,0.30517,0.80648,0,0.00247183,0.00247183,0.00247183
37,120556,0.39311,0.83955,0.51397,0.91867,0,0.94123,0.94076,0.9557,0.92246,0.94912,0.95005,0.9629,0.88112,0.29192,0.54039,0.30473,0.81415,0,0.00244351,0.00244351,0.00244351
38,123912,0.40324,0.87427,0.5202,0.92417,0,0.9285,0.95017,0.96701,0.9381,0.96775,0.92338,0.9723,0.89479,0.28671,0.55351,0.29562,0.79808,0,0.00241465,0.00241465,0.00241465
39,127225,0.39514,0.86956,0.51599,0.91956,0,0.93187,0.94214,0.95953,0.93202,0.93638,0.94662,0.96571,0.88933,0.26423,0.53936,0.29178,0.78783,0,0.00238526,0.00238526,0.00238526
40,130204,0.39224,0.83151,0.50296,0.91936,0,0.93743,0.9489,0.96532,0.93381,0.96298,0.93806,0.9715,0.89517,0.27789,0.54688,0.30733,0.79974,0,0.00235537,0.00235537,0.00235537
41,133131,0.39124,0.842,0.49968,0.91898,0,0.95362,0.93635,0.96372,0.93267,0.96144,0.94425,0.96977,0.89577,0.30221,0.54172,0.29491,0.79522,0,0.002325,0.002325,0.002325
42,136118,0.39101,0.83593,0.48965,0.91898,0,0.95475,0.94373,0.96986,0.94374,0.96159,0.95094,0.97532,0.90268,0.26625,0.53669,0.27811,0.7868,0,0.00229416,0.00229416,0.00229416
43,139310,0.38026,0.82466,0.47349,0.91377,0,0.94616,0.94482,0.96002,0.93666,0.95392,0.95195,0.96833,0.8935,0.25202,0.54074,0.27219,0.78918,0,0.00226289,0.00226289,0.00226289
