epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
74,29739.3,0.37635,0.64011,0.3182,0.00484,0.09281,0.95878,0.96825,0.97429,0.95558,0.96404,0.97226,0.97991,0.91973,0.24125,0.48804,0.21566,0.00708,0,0.000479744,0.000479744,0.000479744
75,30189.1,0.37854,0.63641,0.32845,0.00487,0.09445,0.95932,0.96462,0.97033,0.95223,0.9612,0.9708,0.97625,0.91544,0.23268,0.47798,0.22728,0.00686,0,0.000466481,0.000466481,0.000466481
76,30590.7,0.37118,0.62371,0.3113,0.00476,0.08908,0.95397,0.9651,0.9689,0.95131,0.95892,0.97031,0.97449,0.91461,0.24743,0.48228,0.23034,0.00739,0,0.000453351,0.000453351,0.000453351
77,30993,0.37383,0.62718,0.31486,0.00484,0.08774,0.96659,0.9605,0.97251,0.95407,0.97067,0.96477,0.97708,0.91683,0.24588,0.48497,0.22353,0.00729,0,0.000440362,0.000440362,0.000440362
78,31353,0.37163,0.63907,0.31823,0.0048,0.08967,0.96795,0.95358,0.97181,0.95427,0.96991,0.96217,0.97634,0.91407,0.23281,0.4773,0.22625,0.00685,0,0.000427524,0.000427524,0.000427524
79,31755.7,0.36686,0.63054,0.30707,0.00466,0.08614,0.96323,0.96223,0.97134,0.95467,0.96745,0.96685,0.9769,0.91617,0.23855,0.48659,0.22996,0.00709,0,0.000414845,0.000414845,0.000414845
80,32145.6,0.36208,0.63205,0.30906,0.00459,0.08937,0.96089,0.95997,0.97079,0.95427,0.96592,0.96515,0.97769,0.91931,0.23094,0.48232,0.2173,0.00674,0,0.000402334,0.000402334,0.000402334
81,32528.3,0.36836,0.62956,0.31095,0.00478,0.08796,0.96349,0.96083,0.96837,0.95036,0.96904,0.96326,0.97437,0.91426,0.23122,0.4784,0.22576,0.00686,0,0.00039,0.00039,0.00039
82,32934.2,0.36448,0.63141,0.30709,0.00467,0.0877,0.96329,0.96516,0.97144,0.95235,0.96806,0.97,0.97693,0.91536,0.24617,0.48384,0.23032,0.00737,0,0.000377851,0.000377851,0.000377851
83,33295.7,0.35189,0.61887,0.30138,0.00458,0.08632,0.95652,0.96669,0.97581,0.9578,0.96138,0.97148,0.98096,0.92235,0.24012,0.47759,0.22835,0.0071,0,0.000365895,0.000365895,0.000365895
84,33692.5,0.36334,0.62734,0.30835,0.00462,0.08709,0.95795,0.958,0.97249,0.95719,0.96278,0.9628,0.97849,0.92001,0.23524,0.47939,0.22838,0.00695,0,0.000354141,0.000354141,0.000354141
85,34103.7,0.36209,0.62632,0.29984,0.00466,0.08257,0.95472,0.96157,0.96838,0.95183,0.96225,0.96768,0.97523,0.91657,0.23122,0.48151,0.24352,0.00687,0,0.000342596,0.000342596,0.000342596
86,34506.3,0.36045,0.64013,0.31204,0.00459,0.08831,0.96315,0.95573,0.97067,0.95396,0.97017,0.96122,0.97754,0.91795,0.23074,0.48173,0.23474,0.00685,0,0.000331269,0.000331269,0.000331269
87,34913.2,0.35069,0.61936,0.29466,0.00449,0.08458,0.96534,0.95886,0.9691,0.95389,0.97111,0.96418,0.97443,0.91816,0.22782,0.47984,0.23155,0.0067,0,0.000320167,0.000320167,0.000320167
88,35311.4,0.35698,0.63417,0.30186,0.00456,0.08753,0.95409,0.96439,0.96925,0.95297,0.96359,0.96773,0.9764,0.91851,0.23617,0.47705,0.22321,0.00698,0,0.000309298,0.000309298,0.000309298
89,35724.4,0.34417,0.607,0.28513,0.00443,0.07972,0.96064,0.96626,0.97153,0.95557,0.97015,0.96791,0.97808,0.92201,0.23408,0.47878,0.23279,0.00696,0,0.000298669,0.000298669,0.000298669
90,36099.6,0.34922,0.61883,0.29079,0.00442,0.08078,0.96035,0.96156,0.97476,0.95818,0.96066,0.97066,0.9798,0.92203,0.23679,0.47876,0.21553,0.00713,0,0.000288289,0.000288289,0.000288289
91,36513.8,0.34906,0.62256,0.28835,0.00444,0.08181,0.95462,0.96546,0.97155,0.95577,0.95811,0.97018,0.97839,0.9196,0.22209,0.47489,0.22464,0.00651,0,0.000278162,0.000278162,0.000278162
92,36941.6,0.34927,0.61174,0.28737,0.00446,0.08307,0.95874,0.9626,0.97089,0.95492,0.95753,0.97216,0.97611,0.91878,0.22096,0.47864,0.2257,0.00644,0,0.000268298,0.000268298,0.000268298
93,37309.9,0.33915,0.59169,0.27174,0.0043,0.07529,0.96692,0.96712,0.97055,0.95495,0.96887,0.97082,0.97563,0.91885,0.22462,0.47752,0.21622,0.00659,0,0.000258702,0.000258702,0.000258702
94,37722.4,0.33719,0.60441,0.27813,0.00431,0.07787,0.96102,0.9648,0.96992,0.95472,0.96521,0.97024,0.97618,0.91701,0.22102,0.47547,0.21954,0.00644,0,0.000249381,0.000249381,0.000249381
95,38129.7,0.34276,0.61367,0.2805,0.00439,0.08101,0.9657,0.96145,0.96984,0.95501,0.96579,0.96993,0.97543,0.91819,0.21711,0.4765,0.22062,0.00625,0,0.000240341,0.000240341,0.000240341
96,38502.6,0.33378,0.59366,0.26418,0.00426,0.0726,0.96466,0.95131,0.97274,0.95658,0.95419,0.96945,0.97849,0.92116,0.22435,0.48109,0.22202,0.00656,0,0.000231589,0.000231589,0.000231589
97,38905.9,0.34325,0.60623,0.28022,0.00433,0.07811,0.96558,0.96053,0.97238,0.95696,0.96958,0.96423,0.97832,0.9213,0.22771,0.47929,0.22658,0.00666,0,0.000223131,0.000223131,0.000223131
98,39279.9,0.33496,0.58561,0.2723,0.00421,0.07487,0.96666,0.963,0.97096,0.95508,0.96859,0.96705,0.97456,0.91819,0.22809,0.48046,0.22837,0.00671,0,0.000214972,0.000214972,0.000214972
99,39686.9,0.33869,0.59677,0.262,0.00425,0.07177,0.96036,0.9568,0.97213,0.95677,0.9605,0.96438,0.97648,0.92131,0.22283,0.47801,0.22799,0.0065,0,0.000207118,0.000207118,0.000207118
100,40085.2,0.32967,0.59861,0.26864,0.00418,0.07595,0.96309,0.96383,0.97248,0.95703,0.96706,0.96931,0.97944,0.92133,0.22968,0.4781,0.21986,0.00675,0,0.000199574,0.000199574,0.000199574
