epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,3046.25,0.84951,1.7779,2.34975,1.16053,0,0.65861,0.2755,0.27595,0.19714,0.51677,0.32962,0.26241,0.18508,0.88794,2.04385,2.65688,1.27039,0,0.000996283,0.000996283,0.0677869
2,4407.23,0.84134,1.52708,1.74291,1.14015,0,0.35314,0.47222,0.41291,0.33794,0.35736,0.48185,0.41978,0.30449,0.73939,1.44389,1.93779,1.06048,0,0.00199597,0.00199597,0.0354532
3,5342.85,0.778,1.41031,1.5072,1.10062,0,0.62502,0.6744,0.6364,0.53592,0.63525,0.69002,0.64787,0.5036,0.65649,1.35037,1.17762,1.00905,0,0.00299443,0.00299443,0.00311835
4,6610.13,0.70799,1.33016,1.37492,1.06458,0,0.68415,0.61579,0.68919,0.59719,0.6814,0.6223,0.69647,0.56156,0.58112,1.01655,1.38458,0.97236,0,0.00299584,0.00299584,0.00299584
5,6823.44,0.67391,1.28899,1.24513,1.04399,0,0.67952,0.69637,0.7304,0.62433,0.68641,0.70529,0.7424,0.61388,0.59365,0.90569,0.94636,0.97991,0,0.0029926,0.0029926,0.0029926
6,7391.05,0.63283,1.18714,1.16088,1.02168,0,0.7091,0.77245,0.77238,0.69828,0.71003,0.77803,0.7785,0.66459,0.4612,0.83884,0.8679,0.89564,0,0.00298845,0.00298845,0.00298845
7,7709.31,0.5977,1.18743,1.07494,1.00925,0,0.71658,0.80032,0.83646,0.77483,0.72262,0.80708,0.84621,0.73525,0.42021,0.75447,0.77796,0.86683,0,0.00298338,0.00298338,0.00298338
8,7857.03,0.56684,1.16487,1.00881,0.99599,0,0.74989,0.77935,0.82216,0.74796,0.75475,0.78785,0.82874,0.71445,0.45213,0.80188,0.75291,0.89899,0,0.00297739,0.00297739,0.00297739
9,7995.43,0.57779,1.12628,0.96981,0.99299,0,0.83072,0.80976,0.8556,0.77248,0.83653,0.81477,0.86282,0.74735,0.45449,0.72292,0.63164,0.88657,0,0.0029705,0.0029705,0.0029705
10,8205.1,0.56,1.11684,0.94568,0.99072,0,0.81215,0.84475,0.86597,0.80018,0.82237,0.85082,0.87671,0.75985,0.40926,0.75604,0.59176,0.86782,0,0.0029627,0.0029627,0.0029627
11,8349.52,0.53454,1.08527,0.88442,0.97783,0,0.9084,0.81396,0.86935,0.8117,0.91918,0.82255,0.87984,0.77845,0.38415,0.68372,0.50195,0.85513,0,0.002954,0.002954,0.002954
12,8492.37,0.52249,1.07952,0.82877,0.97218,0,0.90308,0.80804,0.86537,0.79901,0.9118,0.81706,0.87412,0.76678,0.43112,0.70585,0.52328,0.86143,0,0.00294441,0.00294441,0.00294441
13,10122,0.50871,1.04947,0.81572,0.96708,0,0.88028,0.86918,0.90629,0.83682,0.88765,0.87688,0.91437,0.81143,0.42764,0.67939,0.62897,0.85275,0,0.00293393,0.00293393,0.00293393
14,10260,0.50583,1.0266,0.77981,0.96392,0,0.82881,0.87996,0.88587,0.83244,0.83502,0.88819,0.89326,0.80055,0.37049,0.66766,0.45383,0.83886,0,0.00292257,0.00292257,0.00292257
