epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,3221.38,0.90563,1.72654,2.91224,0.01239,2.04687,0.48133,0.47597,0.46119,0.35551,0.4905,0.48176,0.47003,0.27454,0.8509,1.99672,1.93017,0.02305,0,0.000398671,0.000398671,0.0671761
2,5958.53,0.87945,1.38498,1.53695,0.01214,0.66086,0.56622,0.57622,0.60278,0.47445,0.60295,0.56945,0.60484,0.457,0.81741,1.28018,1.37508,0.02277,0,0.000798548,0.000798548,0.0342426
3,8198.48,0.84107,1.25525,1.25013,0.01179,0.50802,0.6935,0.7136,0.77373,0.59224,0.70523,0.71235,0.78849,0.57591,0.87049,1.04703,0.9281,0.02309,0,0.00119793,0.00119793,0.00130867
4,10590.9,0.8117,1.26428,1.15882,0.0112,0.44594,0.7536,0.79643,0.82542,0.67487,0.76217,0.80442,0.83386,0.65676,0.70133,1.08877,0.80808,0.0187,0,0.00119834,0.00119834,0.00119834
5,12722.2,0.79795,1.20948,1.06048,0.01085,0.39446,0.80905,0.74081,0.8128,0.66395,0.82411,0.7516,0.82459,0.62787,0.73806,1.09437,0.7562,0.01997,0,0.00119704,0.00119704,0.00119704
6,14759.6,0.76998,1.17007,0.98282,0.01041,0.35881,0.82123,0.80132,0.86104,0.71348,0.8259,0.80642,0.86527,0.70302,0.67854,0.99315,0.69545,0.01794,0,0.00119538,0.00119538,0.00119538
7,16743.3,0.74533,1.15562,0.92119,0.0102,0.33662,0.86307,0.7786,0.86982,0.73387,0.87691,0.78611,0.8878,0.72393,0.64622,0.92951,0.6107,0.01741,0,0.00119335,0.00119335,0.00119335
8,18717.2,0.72956,1.12614,0.88852,0.00971,0.3107,0.82041,0.85238,0.87629,0.7384,0.82795,0.86359,0.88781,0.72682,0.65247,0.89535,0.58039,0.01718,0,0.00119096,0.00119096,0.00119096
9,20821,0.72561,1.11504,0.87297,0.00964,0.29261,0.85022,0.84234,0.89748,0.77308,0.85516,0.85013,0.90347,0.73456,0.61061,0.9802,0.53124,0.01565,0,0.0011882,0.0011882,0.0011882
10,22792.8,0.6976,1.05651,0.82285,0.00938,0.27103,0.88543,0.86841,0.92258,0.79045,0.89817,0.84963,0.92364,0.75317,0.61268,0.97702,0.51807,0.01608,0,0.00118508,0.00118508,0.00118508
11,25019.4,0.68331,1.0909,0.78729,0.00901,0.25408,0.86064,0.88763,0.90166,0.77459,0.86809,0.89225,0.908,0.74931,0.61592,0.91183,0.53983,0.01591,0,0.0011816,0.0011816,0.0011816
12,27076.8,0.67324,1.05118,0.76721,0.00879,0.24436,0.86935,0.87754,0.91388,0.80129,0.88092,0.88485,0.92142,0.76262,0.56517,0.89406,0.4917,0.01425,0,0.00117776,0.00117776,0.00117776
13,29220.7,0.65363,1.03545,0.75191,0.00849,0.23779,0.89456,0.88093,0.91497,0.79158,0.8935,0.88148,0.91451,0.75939,0.59565,0.85272,0.50629,0.01511,0,0.00117357,0.00117357,0.00117357
14,31121.9,0.64459,1.02537,0.71933,0.00837,0.22524,0.90903,0.83433,0.91465,0.80002,0.91344,0.84031,0.92282,0.76865,0.55198,0.87577,0.5352,0.01389,0,0.00116903,0.00116903,0.00116903
15,33165.3,0.64703,1.03214,0.70667,0.00832,0.21879,0.8731,0.9022,0.92016,0.82428,0.88013,0.9077,0.92697,0.78621,0.53389,0.8761,0.44935,0.01352,0,0.00116413,0.00116413,0.00116413
16,35082.2,0.64047,1.01465,0.70311,0.00837,0.21864,0.85478,0.87754,0.91078,0.79846,0.87106,0.88107,0.91741,0.76064,0.55232,0.95385,0.55211,0.01353,0,0.00115889,0.00115889,0.00115889
17,37144.6,0.63447,1.00131,0.65573,0.00824,0.2017,0.91035,0.86853,0.91728,0.82047,0.90419,0.87621,0.92077,0.77277,0.52207,0.91344,0.48474,0.01279,0,0.00115331,0.00115331,0.00115331
18,39120.9,0.63124,1.00195,0.66472,0.00817,0.20177,0.89038,0.91087,0.93561,0.81971,0.88981,0.91082,0.93161,0.79004,0.55166,0.86167,0.46168,0.01406,0,0.0011474,0.0011474,0.0011474
