epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,2782.82,0.88612,1.69915,2.94216,0.01374,2.03683,0.50741,0.52771,0.50761,0.40798,0.2883,0.27815,0.21504,0.11833,0.80296,5.25568,1.53833,0.02666,0,0.000398616,0.000398616,0.0671806
2,4847.63,0.83833,1.30079,1.60817,0.01305,0.75791,0.62052,0.68494,0.71744,0.59998,0.63051,0.70301,0.73608,0.58929,0.69711,0.87486,1.09059,0.02256,0,0.000798493,0.000798493,0.0342472
3,7325.11,0.80783,1.24906,1.31045,0.01271,0.59767,0.65359,0.59145,0.62177,0.50043,0.6553,0.59723,0.63234,0.49811,0.80917,0.99027,1.35555,0.02692,0,0.00119788,0.00119788,0.00131322
4,9473.46,0.79017,1.16404,1.15848,0.01212,0.48475,0.79178,0.80914,0.8571,0.70711,0.81414,0.80799,0.87509,0.74938,0.73669,0.78894,0.64123,0.02461,0,0.00119834,0.00119834,0.00119834
5,11548.9,0.75497,1.11188,1.05118,0.01149,0.42353,0.76333,0.81672,0.8407,0.75487,0.7771,0.822,0.85439,0.7315,0.51798,0.76113,0.66731,0.01594,0,0.00119704,0.00119704,0.00119704
6,13570,0.72856,1.07549,0.95925,0.01122,0.37206,0.78965,0.80837,0.878,0.79408,0.79573,0.81513,0.88647,0.76873,0.50583,0.7439,0.59159,0.0157,0,0.00119538,0.00119538,0.00119538
7,15611,0.70486,1.08051,0.94205,0.01079,0.35666,0.8246,0.84715,0.90467,0.81959,0.82714,0.84877,0.91082,0.80056,0.49424,0.75095,0.51381,0.01532,0,0.00119335,0.00119335,0.00119335
8,17647.6,0.69932,1.07717,0.91109,0.0105,0.33587,0.86636,0.8642,0.9237,0.83358,0.8738,0.88273,0.93798,0.82802,0.48085,0.69964,0.4907,0.01542,0,0.00119096,0.00119096,0.00119096
9,19729,0.66402,1.0327,0.84654,0.0099,0.30333,0.90079,0.88237,0.93477,0.84777,0.91112,0.89109,0.94534,0.82387,0.47915,0.75761,0.43539,0.01479,0,0.0011882,0.0011882,0.0011882
10,21736,0.67556,1.02624,0.82244,0.01018,0.28634,0.89416,0.87087,0.92602,0.83399,0.90196,0.87658,0.93715,0.81628,0.49,0.73385,0.50366,0.01567,0,0.00118508,0.00118508,0.00118508
11,24062.7,0.63461,0.983,0.78818,0.00927,0.27772,0.91608,0.84563,0.92589,0.84836,0.92554,0.8584,0.9383,0.82515,0.4592,0.72129,0.4483,0.01443,0,0.0011816,0.0011816,0.0011816
12,25939.2,0.63334,0.96387,0.74387,0.00929,0.26001,0.8876,0.89595,0.93254,0.85167,0.92904,0.87602,0.94262,0.82362,0.44586,0.75801,0.44299,0.01394,0,0.00117776,0.00117776,0.00117776
13,27850.7,0.62306,0.96876,0.74548,0.00918,0.2591,0.90462,0.90242,0.93685,0.8697,0.91131,0.90837,0.94313,0.84168,0.42462,0.64871,0.36113,0.01301,0,0.00117357,0.00117357,0.00117357
14,29734.2,0.61404,0.95541,0.70026,0.00911,0.23865,0.87298,0.90704,0.93597,0.88194,0.88147,0.91851,0.95384,0.85294,0.40103,0.69225,0.39032,0.0121,0,0.00116903,0.00116903,0.00116903
15,31668.7,0.60155,0.94587,0.68185,0.00884,0.23494,0.91698,0.91395,0.94219,0.87392,0.92704,0.91333,0.95007,0.84142,0.43569,0.70068,0.41435,0.01349,0,0.00116413,0.00116413,0.00116413
16,33443.4,0.60738,0.95346,0.69907,0.00896,0.23413,0.90091,0.9145,0.94547,0.89265,0.91076,0.92206,0.95588,0.86184,0.37539,0.62986,0.37642,0.01143,0,0.00115889,0.00115889,0.00115889
17,35321.3,0.61466,0.95685,0.68824,0.00886,0.22828,0.9161,0.90044,0.94845,0.87444,0.92631,0.90584,0.95613,0.84687,0.43287,0.67174,0.43561,0.01395,0,0.00115331,0.00115331,0.00115331
