epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,3435.28,0.90154,1.71219,2.93509,0.01229,2.02255,0.622,0.3581,0.48542,0.38492,0.61745,0.36716,0.49386,0.33071,0.814,1.88826,1.6692,0.02457,0,0.000398635,0.000398635,0.0671791
2,6626.53,0.85594,1.33612,1.53702,0.01176,0.65087,0.67253,0.64464,0.68709,0.5257,0.68078,0.64751,0.69998,0.50016,0.80857,1.55137,1.04526,0.02223,0,0.000798512,0.000798512,0.0342456
3,9650.84,0.85025,1.28446,1.28613,0.01176,0.52444,0.75988,0.75232,0.80667,0.65812,0.77037,0.76752,0.81863,0.65114,0.75438,1.07033,0.78283,0.02035,0,0.0011979,0.0011979,0.00131166
4,12163.5,0.81233,1.24924,1.14004,0.01118,0.44081,0.79492,0.75378,0.82326,0.66704,0.8322,0.74631,0.84,0.66144,0.74913,0.94131,0.71029,0.02006,0,0.00119834,0.00119834,0.00119834
5,14725.2,0.80119,1.19196,1.05708,0.01087,0.38585,0.79592,0.75163,0.80033,0.65865,0.81909,0.76281,0.81469,0.64617,0.73132,1.22512,0.79096,0.01846,0,0.00119704,0.00119704,0.00119704
6,17446.1,0.7642,1.16814,0.98473,0.01024,0.35601,0.78468,0.82635,0.8458,0.70805,0.79975,0.83287,0.86248,0.6908,0.67094,1.01263,0.72112,0.01739,0,0.00119538,0.00119538,0.00119538
7,19857.8,0.7333,1.14826,0.92275,0.00997,0.33663,0.79767,0.82257,0.87405,0.75569,0.83831,0.78497,0.89037,0.7269,0.61047,0.95069,0.6186,0.01579,0,0.00119335,0.00119335,0.00119335
8,22065.8,0.72167,1.11046,0.85226,0.00957,0.30044,0.8595,0.85556,0.90599,0.76619,0.86378,0.86425,0.91239,0.73353,0.60363,0.99523,0.57598,0.01537,0,0.00119096,0.00119096,0.00119096
9,24789.8,0.70424,1.09959,0.847,0.00935,0.29033,0.85765,0.8892,0.91974,0.76861,0.90463,0.85901,0.92209,0.75052,0.66474,0.9474,0.52951,0.01797,0,0.0011882,0.0011882,0.0011882
10,27574.9,0.70685,1.09022,0.82396,0.00944,0.27817,0.86159,0.87827,0.9155,0.79039,0.87114,0.88642,0.92132,0.76278,0.57742,0.89268,0.4859,0.01435,0,0.00118508,0.00118508,0.00118508
11,30266.3,0.68945,1.05053,0.76956,0.00903,0.24957,0.85381,0.89072,0.91967,0.80238,0.85948,0.89851,0.92237,0.76817,0.58423,1.00565,0.48935,0.01452,0,0.0011816,0.0011816,0.0011816
12,32920.6,0.6605,1.02869,0.72316,0.00858,0.23602,0.88719,0.87416,0.91928,0.81152,0.89487,0.87922,0.92991,0.77824,0.56071,0.90563,0.45956,0.0143,0,0.00117776,0.00117776,0.00117776
13,35266,0.66388,1.0377,0.72534,0.00862,0.22709,0.89713,0.88723,0.92853,0.80323,0.90046,0.89021,0.93302,0.77353,0.61347,0.91962,0.44974,0.01591,0,0.00117357,0.00117357,0.00117357
14,37422.4,0.64179,1.00783,0.69216,0.00834,0.21481,0.9326,0.87575,0.92786,0.80681,0.91768,0.8942,0.93149,0.77835,0.5701,0.86901,0.4215,0.01492,0,0.00116903,0.00116903,0.00116903
15,40140.8,0.64228,1.02233,0.70168,0.00827,0.21421,0.91262,0.88054,0.9332,0.80618,0.91715,0.88522,0.93509,0.78209,0.59598,0.94034,0.46763,0.01542,0,0.00116413,0.00116413,0.00116413
16,42737.1,0.64535,1.01033,0.67898,0.00829,0.20959,0.89066,0.90479,0.93422,0.8363,0.90137,0.91436,0.94156,0.79096,0.55109,0.88083,0.42015,0.01349,0,0.00115889,0.00115889,0.00115889
17,44947.3,0.63248,1.01784,0.66775,0.00827,0.20381,0.91544,0.88777,0.93124,0.83438,0.92687,0.89996,0.94106,0.7861,0.51513,0.9215,0.42093,0.01248,0,0.00115331,0.00115331,0.00115331
18,47945.1,0.62328,1.0011,0.66172,0.00805,0.19658,0.86883,0.88436,0.92841,0.83016,0.88714,0.8916,0.94063,0.78563,0.52544,0.89605,0.44457,0.01289,0,0.0011474,0.0011474,0.0011474
19,50665.8,0.61935,0.97686,0.65416,0.00799,0.19521,0.92203,0.9052,0.94109,0.84182,0.93296,0.90774,0.94432,0.79378,0.50877,0.93756,0.41521,0.01252,0,0.00114114,0.00114114,0.00114114
20,52979.9,0.60823,0.97787,0.63637,0.00777,0.19653,0.92237,0.89908,0.94387,0.84603,0.93554,0.90504,0.95465,0.80258,0.52593,0.87202,0.40829,0.01308,0,0.00113456,0.00113456,0.00113456
21,55459.7,0.60538,0.97628,0.59907,0.00773,0.1896,0.91945,0.88189,0.93484,0.83891,0.9312,0.88651,0.94558,0.79814,0.53859,0.87576,0.42234,0.0129,0,0.00112765,0.00112765,0.00112765
22,57945.5,0.5978,0.98992,0.61318,0.0077,0.18671,0.92992,0.88105,0.94402,0.84253,0.94638,0.88169,0.95146,0.80168,0.52667,0.86304,0.4203,0.01297,0,0.00112043,0.00112043,0.00112043
23,60823.7,0.58963,0.95009,0.5887,0.00758,0.17969,0.94951,0.88081,0.95294,0.85478,0.95272,0.88543,0.9539,0.80787,0.53146,0.8946,0.39061,0.01316,0,0.00111288,0.00111288,0.00111288
24,63131.6,0.58755,0.93851,0.57395,0.00748,0.16836,0.92028,0.89788,0.94126,0.85523,0.92465,0.90333,0.94553,0.80109,0.49664,0.87864,0.37456,0.01167,0,0.00110503,0.00110503,0.00110503
25,65443.7,0.58013,0.94676,0.57558,0.00736,0.17244,0.94055,0.91236,0.95255,0.85898,0.94663,0.91976,0.95364,0.81368,0.50662,0.86161,0.36141,0.01208,0,0.00109687,0.00109687,0.00109687
