epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
36,99396.6,0.55422,0.90873,0.53427,0.00684,0.15517,0.90951,0.92424,0.93327,0.8509,0.91039,0.92223,0.93332,0.80065,0.46955,0.80371,0.37399,0.01143,0,0.000988731,0.000988731,0.000988731
37,101638,0.54883,0.88022,0.51558,0.00675,0.15077,0.934,0.90765,0.94213,0.86055,0.93839,0.91015,0.94427,0.81014,0.46909,0.85017,0.34512,0.01118,0,0.000977404,0.000977404,0.000977404
38,103898,0.54991,0.90547,0.50178,0.00675,0.14462,0.92979,0.89556,0.93738,0.85225,0.9254,0.89655,0.93467,0.79963,0.47255,0.87824,0.38534,0.01113,0,0.000965859,0.000965859,0.000965859
39,106041,0.55681,0.90633,0.51957,0.00686,0.1471,0.94216,0.88652,0.93029,0.84744,0.94583,0.88958,0.93316,0.79731,0.47858,0.84909,0.40108,0.01122,0,0.000954105,0.000954105,0.000954105
40,108221,0.53847,0.86905,0.49249,0.00649,0.14027,0.92407,0.89299,0.93874,0.85531,0.92443,0.89471,0.93558,0.80245,0.47516,0.83842,0.38165,0.01139,0,0.000942149,0.000942149,0.000942149
41,110484,0.53297,0.87347,0.48955,0.00648,0.13986,0.92109,0.91031,0.93365,0.85854,0.92395,0.91224,0.93433,0.80491,0.44627,0.86144,0.38063,0.01066,0,0.00093,0.00093,0.00093
42,112839,0.54683,0.9089,0.5089,0.00669,0.14126,0.93619,0.90256,0.94333,0.86399,0.93924,0.90706,0.94205,0.80952,0.46005,0.8225,0.3708,0.01088,0,0.000917666,0.000917666,0.000917666
43,115130,0.53597,0.85922,0.48079,0.00641,0.13623,0.93763,0.91446,0.94386,0.86471,0.9389,0.91786,0.94636,0.80968,0.45313,0.83804,0.37736,0.0107,0,0.000905155,0.000905155,0.000905155
44,117441,0.53335,0.86446,0.49944,0.0065,0.13785,0.93278,0.91641,0.93813,0.85757,0.93063,0.92153,0.93815,0.80889,0.45951,0.83226,0.35976,0.01083,0,0.000892476,0.000892476,0.000892476
45,119658,0.5236,0.86088,0.47726,0.00635,0.13342,0.91105,0.92136,0.93631,0.86237,0.9146,0.92412,0.937,0.80784,0.45109,0.83121,0.38659,0.01072,0,0.000879638,0.000879638,0.000879638
46,121993,0.52303,0.87237,0.48339,0.00625,0.13782,0.91103,0.91491,0.93707,0.86225,0.9178,0.91933,0.93866,0.80919,0.45296,0.81344,0.37876,0.0106,0,0.000866649,0.000866649,0.000866649
47,124376,0.51493,0.85311,0.46592,0.00619,0.12781,0.94043,0.92307,0.94948,0.86962,0.94089,0.92429,0.94724,0.81434,0.45723,0.8398,0.36717,0.01078,0,0.000853519,0.000853519,0.000853519
48,126575,0.51402,0.83223,0.46612,0.00613,0.13238,0.93966,0.92629,0.95051,0.87047,0.94007,0.9242,0.94579,0.816,0.44548,0.85392,0.36406,0.01053,0,0.000840256,0.000840256,0.000840256
49,128876,0.50658,0.84312,0.45339,0.00613,0.12871,0.93273,0.90853,0.94367,0.86695,0.93384,0.90971,0.94377,0.81665,0.44699,0.80886,0.36757,0.01056,0,0.000826869,0.000826869,0.000826869
50,131101,0.51014,0.84279,0.44547,0.00615,0.12279,0.93675,0.9233,0.94212,0.86898,0.94208,0.92809,0.94268,0.81494,0.44621,0.81171,0.3643,0.01038,0,0.000813368,0.000813368,0.000813368
51,133394,0.51326,0.83518,0.45155,0.00618,0.12313,0.9266,0.92174,0.94314,0.87108,0.92813,0.92087,0.94168,0.82027,0.44254,0.81926,0.36286,0.01037,0,0.000799762,0.000799762,0.000799762
52,136299,0.51069,0.82876,0.44708,0.00611,0.12294,0.94574,0.91679,0.94655,0.87382,0.94716,0.91859,0.9426,0.81799,0.4415,0.83183,0.34705,0.0103,0,0.00078606,0.00078606,0.00078606
53,138518,0.50839,0.85511,0.45116,0.00619,0.12304,0.94716,0.90896,0.94928,0.86697,0.94466,0.91142,0.94595,0.81769,0.4562,0.8398,0.37872,0.01067,0,0.000772272,0.000772272,0.000772272
54,140750,0.49872,0.82232,0.43418,0.006,0.11891,0.93291,0.9205,0.94174,0.86945,0.93443,0.9221,0.94336,0.81358,0.44102,0.83149,0.36349,0.0102,0,0.000758407,0.000758407,0.000758407
55,143091,0.50013,0.8183,0.42757,0.00595,0.11962,0.93623,0.90614,0.94042,0.8666,0.93756,0.90867,0.93969,0.81638,0.44619,0.81995,0.36821,0.01044,0,0.000744475,0.000744475,0.000744475
56,145365,0.49282,0.81102,0.42257,0.00575,0.11526,0.9466,0.91665,0.94507,0.87442,0.94252,0.937,0.94874,0.81867,0.439,0.8313,0.35341,0.01015,0,0.000730484,0.000730484,0.000730484
57,148206,0.4999,0.83162,0.4223,0.00587,0.11204,0.93989,0.91442,0.9444,0.87378,0.94355,0.91683,0.94381,0.82072,0.44368,0.83766,0.34604,0.01029,0,0.000716445,0.000716445,0.000716445
58,150722,0.48615,0.82321,0.41743,0.00582,0.11154,0.93344,0.91949,0.94432,0.87806,0.93337,0.9251,0.94579,0.82393,0.43081,0.80665,0.35173,0.0101,0,0.000702368,0.000702368,0.000702368
59,153531,0.48457,0.81177,0.39538,0.00571,0.10717,0.93689,0.91876,0.94585,0.87838,0.94072,0.92242,0.94709,0.82225,0.43931,0.82661,0.35916,0.01014,0,0.000688261,0.000688261,0.000688261
60,156408,0.47819,0.7901,0.40984,0.00563,0.10939,0.93962,0.91225,0.94235,0.8766,0.94477,0.91376,0.94352,0.82013,0.43728,0.81083,0.36172,0.01012,0,0.000674136,0.000674136,0.000674136
61,159488,0.4779,0.80521,0.40525,0.0056,0.11075,0.93467,0.92484,0.94468,0.875,0.93835,0.92712,0.9442,0.81731,0.43925,0.84688,0.34259,0.01027,0,0.00066,0.00066,0.00066
62,162156,0.47589,0.81152,0.40852,0.0056,0.10963,0.92685,0.91867,0.94644,0.87602,0.92947,0.92023,0.94608,0.82266,0.43427,0.81763,0.35476,0.01017,0,0.000645864,0.000645864,0.000645864
63,164697,0.46701,0.77953,0.39034,0.00547,0.1072,0.93939,0.9187,0.94994,0.876,0.93326,0.92534,0.94618,0.82096,0.42953,0.83006,0.37183,0.01006,0,0.000631739,0.000631739,0.000631739
64,167659,0.47304,0.80356,0.40196,0.00556,0.10783,0.93432,0.9232,0.94627,0.87928,0.94544,0.92378,0.94811,0.82279,0.42658,0.82351,0.35975,0.00978,0,0.000617632,0.000617632,0.000617632
65,170336,0.46732,0.78857,0.38552,0.00551,0.10466,0.94734,0.92055,0.94911,0.87887,0.9507,0.92776,0.95013,0.82237,0.43777,0.82093,0.34355,0.01011,0,0.000603555,0.000603555,0.000603555
66,172540,0.46317,0.78407,0.38441,0.0054,0.10247,0.93729,0.92645,0.94978,0.88115,0.94162,0.92993,0.95169,0.82576,0.42735,0.81999,0.35064,0.00977,0,0.000589516,0.000589516,0.000589516
67,175291,0.46532,0.78796,0.38459,0.00548,0.10782,0.9345,0.92597,0.94655,0.8778,0.94192,0.92785,0.95024,0.82156,0.43223,0.84025,0.36007,0.00982,0,0.000575525,0.000575525,0.000575525
68,178267,0.46343,0.7865,0.38673,0.0054,0.10562,0.94524,0.92726,0.95107,0.88369,0.95118,0.93465,0.95641,0.82784,0.4249,0.83773,0.35713,0.00956,0,0.000561593,0.000561593,0.000561593
69,180751,0.4588,0.76664,0.37833,0.00531,0.10046,0.95365,0.91584,0.94993,0.88112,0.95897,0.92136,0.9523,0.82647,0.42902,0.824,0.3442,0.00984,0,0.000547728,0.000547728,0.000547728
70,183236,0.45358,0.77334,0.36467,0.00534,0.09872,0.94454,0.92448,0.94555,0.87521,0.94789,0.92436,0.94499,0.81967,0.4312,0.82697,0.37157,0.00993,0,0.00053394,0.00053394,0.00053394
71,185637,0.4557,0.7749,0.36476,0.00536,0.09435,0.93478,0.93819,0.94886,0.88297,0.94592,0.9271,0.94994,0.82691,0.42629,0.82396,0.34675,0.00981,0,0.000520238,0.000520238,0.000520238
72,187860,0.45111,0.76211,0.356,0.0053,0.09394,0.94322,0.91725,0.94463,0.87878,0.94555,0.91703,0.94344,0.82067,0.42658,0.82788,0.35415,0.00978,0,0.000506632,0.000506632,0.000506632
73,190232,0.45378,0.77387,0.37829,0.00532,0.09971,0.94902,0.91215,0.94837,0.88062,0.95178,0.91479,0.94789,0.82558,0.42382,0.82866,0.35867,0.00958,0,0.000493131,0.000493131,0.000493131
74,192690,0.45328,0.76475,0.36116,0.0052,0.09628,0.9381,0.92923,0.94829,0.88235,0.94765,0.92591,0.95162,0.82865,0.42385,0.81892,0.34776,0.00962,0,0.000479744,0.000479744,0.000479744
75,195058,0.44242,0.76386,0.36011,0.00508,0.09555,0.94625,0.91644,0.94854,0.88375,0.94921,0.91869,0.94913,0.82718,0.41558,0.83142,0.35008,0.00939,0,0.000466481,0.000466481,0.000466481
76,197358,0.43385,0.74005,0.34534,0.00505,0.09149,0.94217,0.92329,0.94591,0.8829,0.94934,0.9205,0.94862,0.82647,0.42115,0.81496,0.35201,0.00953,0,0.000453351,0.000453351,0.000453351
77,199622,0.43761,0.76329,0.34773,0.00502,0.0947,0.93786,0.93321,0.94633,0.88279,0.94208,0.93849,0.95058,0.82598,0.41677,0.82438,0.35179,0.00939,0,0.000440362,0.000440362,0.000440362
78,201975,0.44283,0.74927,0.35016,0.00505,0.09028,0.941,0.92915,0.94827,0.88634,0.9454,0.93414,0.94883,0.8276,0.41857,0.8211,0.35406,0.00939,0,0.000427524,0.000427524,0.000427524
79,204253,0.43811,0.76997,0.35707,0.00509,0.0973,0.93812,0.9212,0.94708,0.88781,0.94402,0.91883,0.95093,0.83147,0.42123,0.81113,0.35693,0.00949,0,0.000414845,0.000414845,0.000414845
80,206566,0.42689,0.72675,0.334,0.00488,0.08755,0.93633,0.91442,0.94742,0.88506,0.92638,0.93245,0.94988,0.82955,0.41529,0.82776,0.35478,0.00942,0,0.000402334,0.000402334,0.000402334
81,208880,0.43264,0.7428,0.34187,0.00499,0.08992,0.93629,0.92571,0.94676,0.88248,0.93708,0.92572,0.94807,0.8263,0.4292,0.82711,0.34835,0.00987,0,0.00039,0.00039,0.00039
82,211254,0.43265,0.74787,0.34831,0.0049,0.09164,0.93054,0.9229,0.94516,0.8836,0.93462,0.92682,0.9495,0.828,0.4203,0.82509,0.35982,0.00953,0,0.000377851,0.000377851,0.000377851
83,213873,0.43695,0.76574,0.33818,0.0051,0.09025,0.94008,0.92718,0.94588,0.88699,0.94419,0.93194,0.95003,0.82873,0.42481,0.83776,0.35454,0.00964,0,0.000365895,0.000365895,0.000365895
84,216289,0.42683,0.73162,0.33288,0.0049,0.08661,0.93878,0.93221,0.94813,0.888,0.94499,0.93815,0.95197,0.83057,0.41735,0.83461,0.3582,0.00926,0,0.000354141,0.000354141,0.000354141
85,218891,0.42931,0.75648,0.33219,0.0049,0.08646,0.94901,0.91871,0.94832,0.88506,0.95345,0.92271,0.9496,0.827,0.41994,0.83254,0.36707,0.00936,0,0.000342596,0.000342596,0.000342596
86,221469,0.42419,0.73269,0.33,0.00483,0.08393,0.93222,0.93621,0.94766,0.88573,0.93647,0.9367,0.94956,0.82878,0.41795,0.82402,0.36541,0.00946,0,0.000331269,0.000331269,0.000331269
87,225479,0.42056,0.73623,0.32325,0.00479,0.08333,0.93369,0.92054,0.9442,0.88457,0.94173,0.92911,0.94903,0.82909,0.41613,0.83381,0.36822,0.00947,0,0.000320167,0.000320167,0.000320167
88,228863,0.4207,0.74965,0.32773,0.0048,0.08545,0.94177,0.92694,0.94692,0.88604,0.94673,0.93258,0.94916,0.82863,0.41168,0.8276,0.34439,0.00922,0,0.000309298,0.000309298,0.000309298
89,233721,0.41908,0.72482,0.31508,0.00477,0.08139,0.94275,0.93343,0.94853,0.88604,0.94691,0.93761,0.95156,0.83074,0.41442,0.82082,0.34275,0.00918,0,0.000298669,0.000298669,0.000298669
90,236280,0.42081,0.73319,0.31641,0.00478,0.08291,0.9277,0.92672,0.94675,0.88454,0.94541,0.92441,0.95071,0.82804,0.41572,0.83696,0.34718,0.00929,0,0.000288289,0.000288289,0.000288289
91,238641,0.41931,0.73612,0.31662,0.00481,0.08451,0.93504,0.92299,0.94971,0.88779,0.94216,0.92938,0.95212,0.82972,0.41024,0.83521,0.34818,0.00922,0,0.000278162,0.000278162,0.000278162
92,241084,0.4025,0.70915,0.30239,0.00459,0.07703,0.9364,0.92498,0.95023,0.88874,0.94352,0.93033,0.95311,0.83026,0.41038,0.8338,0.33932,0.00918,0,0.000268298,0.000268298,0.000268298
93,243423,0.41089,0.70773,0.30237,0.0046,0.07829,0.92756,0.93148,0.94751,0.88719,0.94178,0.92557,0.94958,0.82867,0.41154,0.83796,0.35156,0.00918,0,0.000258702,0.000258702,0.000258702
94,245767,0.41072,0.71281,0.29872,0.00464,0.0766,0.94188,0.92899,0.94964,0.89086,0.94616,0.93864,0.95655,0.83304,0.41296,0.84884,0.34679,0.00913,0,0.000249381,0.000249381,0.000249381
95,248589,0.41027,0.7278,0.31148,0.00467,0.07844,0.93715,0.92324,0.94805,0.89018,0.94646,0.92935,0.95462,0.83046,0.40877,0.83825,0.34342,0.00903,0,0.000240341,0.000240341,0.000240341
96,251496,0.40805,0.7245,0.31237,0.00459,0.07728,0.93075,0.92799,0.94621,0.88639,0.94034,0.93592,0.95008,0.82816,0.41216,0.84493,0.35262,0.00914,0,0.000231589,0.000231589,0.000231589
97,255192,0.40179,0.71041,0.29532,0.00457,0.07674,0.91973,0.93038,0.94361,0.88323,0.93657,0.92308,0.94725,0.82753,0.41404,0.84483,0.36909,0.0092,0,0.000223131,0.000223131,0.000223131
98,257856,0.40519,0.7219,0.30132,0.00464,0.07952,0.94194,0.91505,0.94812,0.88918,0.94852,0.92114,0.95159,0.83126,0.40969,0.84641,0.3592,0.00903,0,0.000214972,0.000214972,0.000214972
99,260242,0.40732,0.71235,0.30112,0.0046,0.07651,0.94727,0.91499,0.94683,0.88723,0.94067,0.9337,0.95075,0.8322,0.41076,0.84657,0.35146,0.0091,0,0.000207118,0.000207118,0.000207118
100,262781,0.39824,0.69538,0.2888,0.00445,0.07243,0.94081,0.92148,0.94764,0.8892,0.94642,0.92785,0.9522,0.83414,0.4074,0.84323,0.35043,0.00904,0,0.000199574,0.000199574,0.000199574
101,265031,0.39988,0.70704,0.28905,0.00449,0.0718,0.9373,0.92598,0.94758,0.88831,0.94363,0.93244,0.95144,0.83252,0.40727,0.84564,0.35183,0.00904,0,0.000192346,0.000192346,0.000192346
102,267407,0.39568,0.68806,0.28614,0.00447,0.07151,0.94469,0.93151,0.95097,0.89125,0.94777,0.93937,0.95455,0.83215,0.4089,0.84152,0.34701,0.00915,0,0.000185439,0.000185439,0.000185439
103,269839,0.39722,0.69149,0.2922,0.00449,0.07385,0.9444,0.92441,0.94829,0.88867,0.94821,0.9301,0.95197,0.8311,0.41075,0.85359,0.34676,0.00918,0,0.000178856,0.000178856,0.000178856
104,272322,0.40283,0.72232,0.29769,0.00455,0.07754,0.9392,0.93115,0.94702,0.89034,0.9467,0.93783,0.95255,0.83093,0.40858,0.85262,0.34612,0.00905,0,0.000172604,0.000172604,0.000172604
105,274694,0.39782,0.70733,0.30297,0.00448,0.07809,0.93908,0.92657,0.94734,0.88997,0.94759,0.93512,0.95276,0.83229,0.40781,0.8536,0.34549,0.00901,0,0.000166685,0.000166685,0.000166685
106,277150,0.39238,0.67669,0.28664,0.00439,0.06973,0.93367,0.92749,0.95064,0.89106,0.94242,0.93612,0.95695,0.83432,0.40997,0.8563,0.33959,0.00904,0,0.000161105,0.000161105,0.000161105
107,279511,0.39116,0.6963,0.28109,0.00435,0.06836,0.92818,0.93719,0.94821,0.88894,0.93691,0.94516,0.95435,0.83347,0.40663,0.85289,0.34847,0.00891,0,0.000155867,0.000155867,0.000155867
108,282064,0.39319,0.70319,0.28875,0.00439,0.07402,0.9361,0.93352,0.95013,0.89106,0.94292,0.93881,0.95471,0.83436,0.40468,0.85771,0.34782,0.00887,0,0.000150974,0.000150974,0.000150974
109,284393,0.39357,0.69622,0.27848,0.00439,0.06909,0.93785,0.92456,0.94897,0.88937,0.93801,0.93552,0.95275,0.83212,0.40385,0.85487,0.35315,0.00889,0,0.000146429,0.000146429,0.000146429
110,286946,0.39027,0.68947,0.2862,0.00436,0.07251,0.94041,0.92897,0.94764,0.88867,0.94682,0.93465,0.95205,0.83092,0.40698,0.85161,0.35401,0.00895,0,0.000142237,0.000142237,0.000142237
111,289225,0.30298,0.52385,0.15086,0.00482,0.01426,0.93399,0.92883,0.94638,0.88487,0.94028,0.92821,0.94846,0.82633,0.40918,0.87305,0.36312,0.00914,0,0.0001384,0.0001384,0.0001384
112,291509,0.29299,0.51063,0.13565,0.00457,0.01082,0.93925,0.92656,0.94701,0.88539,0.93492,0.93547,0.9491,0.82609,0.41265,0.87611,0.3593,0.00917,0,0.00013492,0.00013492,0.00013492
113,293904,0.29251,0.51286,0.13917,0.00452,0.00992,0.93257,0.9314,0.94662,0.88604,0.937,0.93476,0.94836,0.82532,0.4109,0.87287,0.35723,0.00911,0,0.0001318,0.0001318,0.0001318
114,296192,0.28641,0.50577,0.1314,0.00447,0.00999,0.92492,0.92811,0.94405,0.88466,0.93197,0.93006,0.94592,0.82415,0.41146,0.87223,0.36287,0.00911,0,0.000129042,0.000129042,0.000129042
115,298695,0.29084,0.50723,0.13518,0.00453,0.0102,0.94447,0.92119,0.94603,0.88724,0.93974,0.9327,0.94831,0.82661,0.411,0.87533,0.35877,0.00911,0,0.000126648,0.000126648,0.000126648
116,301151,0.28951,0.50152,0.13466,0.00452,0.00939,0.94057,0.92484,0.94569,0.88642,0.94297,0.92939,0.94911,0.82755,0.41081,0.87804,0.35362,0.00912,0,0.00012462,0.00012462,0.00012462
117,303395,0.28843,0.50223,0.1303,0.00443,0.00924,0.94612,0.92085,0.94531,0.88519,0.94511,0.9274,0.94724,0.82589,0.4111,0.87165,0.35926,0.00915,0,0.000122958,0.000122958,0.000122958
118,305612,0.28599,0.49952,0.12666,0.00441,0.0093,0.93997,0.92697,0.94574,0.88555,0.94508,0.93171,0.94892,0.82718,0.41125,0.87272,0.35546,0.00914,0,0.000121665,0.000121665,0.000121665
119,308173,0.28643,0.49974,0.13351,0.00447,0.00912,0.93481,0.93753,0.94641,0.88602,0.93908,0.94343,0.94942,0.82858,0.40841,0.87054,0.35092,0.00907,0,0.00012074,0.00012074,0.00012074
120,310466,0.28556,0.49925,0.13125,0.00438,0.00891,0.93616,0.93244,0.94671,0.88525,0.94004,0.93615,0.94763,0.82704,0.41157,0.87826,0.35209,0.0092,0,0.000120185,0.000120185,0.000120185
