epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,2810.11,0.87864,1.72868,2.91428,0.01197,2.09785,0.42683,0.42559,0.41294,0.30171,0.44926,0.44172,0.44126,0.3228,1.01197,1.27071,1.86337,0.03196,0,0.000398596,0.000398596,0.0671822
2,5021.23,0.84297,1.36884,1.49331,0.01159,0.64948,0.60961,0.6457,0.68158,0.54987,0.63063,0.65578,0.69636,0.52846,0.74637,1.21994,1.07697,0.02032,0,0.000798473,0.000798473,0.0342488
3,7547.73,0.84903,1.2924,1.28385,0.01185,0.54337,0.80373,0.71074,0.79889,0.65809,0.81689,0.72207,0.81901,0.63563,0.69803,1.11301,0.85031,0.01882,0,0.00119786,0.00119786,0.00131482
4,9589.09,0.80119,1.21178,1.09694,0.01083,0.43378,0.80184,0.74413,0.84786,0.69802,0.80962,0.75195,0.86086,0.68854,0.68405,1.0674,0.70367,0.01793,0,0.00119834,0.00119834,0.00119834
5,11210.3,0.76868,1.20975,1.01582,0.01043,0.37274,0.81879,0.84084,0.89684,0.75416,0.85537,0.84968,0.91045,0.72885,0.63364,1.06474,0.58382,0.01598,0,0.00119704,0.00119704,0.00119704
6,13121.7,0.73895,1.13433,0.93026,0.01004,0.33942,0.80255,0.78142,0.85471,0.72361,0.819,0.79393,0.86639,0.69863,0.6318,1.00278,0.82111,0.01654,0,0.00119538,0.00119538,0.00119538
7,14653.1,0.73333,1.13483,0.88485,0.00994,0.31863,0.82343,0.86118,0.90827,0.77171,0.83471,0.86705,0.92002,0.75306,0.63234,0.93594,0.54919,0.0166,0,0.00119335,0.00119335,0.00119335
8,16457.6,0.7111,1.11511,0.84385,0.00952,0.29612,0.82906,0.87857,0.90321,0.77995,0.841,0.89086,0.91556,0.75079,0.60474,0.96976,0.54297,0.01589,0,0.00119096,0.00119096,0.00119096
9,18310.6,0.70022,1.08767,0.81379,0.00918,0.28076,0.85012,0.86239,0.92966,0.79757,0.86033,0.87028,0.93837,0.77975,0.63055,0.95978,0.50711,0.017,0,0.0011882,0.0011882,0.0011882
10,20254.3,0.67505,1.05602,0.75712,0.00891,0.25655,0.87901,0.88389,0.93293,0.82246,0.88642,0.89481,0.94572,0.79542,0.58025,0.87156,0.46587,0.01413,0,0.00118508,0.00118508,0.00118508
11,22069,0.65319,1.02848,0.73163,0.00855,0.23623,0.91253,0.90379,0.943,0.80821,0.92644,0.91459,0.95553,0.79521,0.60987,0.93017,0.46917,0.01536,0,0.0011816,0.0011816,0.0011816
12,24195.7,0.65078,1.03009,0.70899,0.00848,0.22746,0.88151,0.86864,0.92571,0.80277,0.9024,0.88727,0.94213,0.78274,0.57626,0.91374,0.50198,0.01471,0,0.00117776,0.00117776,0.00117776
13,26171.9,0.64313,1.03642,0.70207,0.00834,0.22312,0.86336,0.91971,0.93351,0.82707,0.87993,0.92315,0.9462,0.79702,0.57857,0.93026,0.45691,0.01448,0,0.00117357,0.00117357,0.00117357
14,28135.5,0.64005,1.0134,0.68404,0.00826,0.21679,0.91717,0.87931,0.93425,0.83825,0.93732,0.89783,0.9491,0.79442,0.56664,0.94505,0.4548,0.01417,0,0.00116903,0.00116903,0.00116903
15,29957.5,0.63763,1.00571,0.6743,0.00828,0.21741,0.91483,0.8886,0.93821,0.84038,0.93042,0.9012,0.95068,0.80492,0.52611,0.88283,0.45983,0.01289,0,0.00116413,0.00116413,0.00116413
16,31745.5,0.63694,1.00237,0.6642,0.00812,0.21146,0.90056,0.90573,0.94383,0.85154,0.91556,0.91527,0.95461,0.81722,0.51636,0.89813,0.40931,0.01232,0,0.00115889,0.00115889,0.00115889
17,33425.8,0.61825,0.98077,0.63556,0.00797,0.19706,0.91903,0.88686,0.94442,0.84415,0.93577,0.90273,0.95657,0.80177,0.53538,0.89947,0.45194,0.01323,0,0.00115331,0.00115331,0.00115331
18,34990.9,0.61493,1.0043,0.63981,0.00795,0.20057,0.89685,0.92144,0.95075,0.85062,0.90716,0.93184,0.95988,0.82466,0.51372,0.89886,0.43446,0.01251,0,0.0011474,0.0011474,0.0011474
19,37246.6,0.62195,0.97639,0.61752,0.00795,0.18365,0.91885,0.91833,0.95462,0.84718,0.95108,0.90318,0.95979,0.80111,0.54387,0.90757,0.40744,0.01353,0,0.00114114,0.00114114,0.00114114
20,38931.8,0.61206,0.97118,0.60456,0.00777,0.17829,0.93155,0.91287,0.94484,0.84682,0.94158,0.925,0.95759,0.82153,0.51705,0.87958,0.41165,0.01259,0,0.00113456,0.00113456,0.00113456
21,41040.2,0.59905,0.97077,0.5943,0.00769,0.17603,0.94213,0.92417,0.957,0.87006,0.94808,0.93163,0.96516,0.83015,0.50744,0.87599,0.39778,0.01231,0,0.00112765,0.00112765,0.00112765
22,43145.3,0.60078,0.97962,0.59495,0.00771,0.17626,0.92969,0.92392,0.95412,0.85724,0.9382,0.93555,0.96404,0.8174,0.51941,0.89445,0.37824,0.01225,0,0.00112043,0.00112043,0.00112043
23,45436.8,0.57814,0.93085,0.56508,0.00733,0.16861,0.8988,0.91919,0.95056,0.85303,0.91197,0.93172,0.96135,0.81239,0.53728,0.88445,0.402,0.01309,0,0.00111288,0.00111288,0.00111288
24,47655.6,0.58755,0.95946,0.56365,0.00741,0.17275,0.93427,0.91827,0.94834,0.85021,0.94024,0.93406,0.95831,0.82012,0.54139,0.92666,0.42867,0.01317,0,0.00110503,0.00110503,0.00110503
25,50443.8,0.57689,0.92719,0.54288,0.00734,0.15753,0.92346,0.91464,0.93895,0.85469,0.93153,0.9227,0.94887,0.81133,0.51662,0.9027,0.37796,0.01234,0,0.00109687,0.00109687,0.00109687
26,52477.6,0.57119,0.91047,0.5357,0.00708,0.15933,0.94241,0.93206,0.95382,0.8682,0.95463,0.94565,0.96506,0.8277,0.51775,0.91284,0.37491,0.01226,0,0.00108841,0.00108841,0.00108841
27,54458.8,0.56173,0.88614,0.52523,0.00711,0.15438,0.90565,0.93208,0.94274,0.86111,0.91783,0.94283,0.95584,0.82746,0.48921,0.88781,0.405,0.01175,0,0.00107966,0.00107966,0.00107966
28,56481.8,0.56698,0.89928,0.53611,0.0071,0.15445,0.92988,0.91619,0.94721,0.85803,0.94038,0.92546,0.95612,0.8143,0.49555,0.87879,0.42002,0.01168,0,0.00107062,0.00107062,0.00107062
29,58737.3,0.56069,0.90144,0.51764,0.00698,0.15244,0.92403,0.94059,0.95248,0.86502,0.933,0.94456,0.9612,0.82087,0.48491,0.87307,0.38281,0.01131,0,0.0010613,0.0010613,0.0010613
30,60996.6,0.56175,0.91941,0.52707,0.00708,0.15148,0.93153,0.93135,0.95463,0.8725,0.94327,0.93721,0.96469,0.82624,0.48652,0.93153,0.37281,0.01142,0,0.0010517,0.0010517,0.0010517
31,62879.9,0.54934,0.89754,0.51154,0.00692,0.1517,0.93124,0.93598,0.95839,0.86792,0.94845,0.9499,0.96637,0.83349,0.48677,0.86415,0.36723,0.01154,0,0.00104184,0.00104184,0.00104184
32,64806.5,0.54004,0.86717,0.50033,0.00671,0.14778,0.94244,0.94454,0.95804,0.88377,0.96144,0.95214,0.96734,0.82995,0.47902,0.87683,0.35507,0.01135,0,0.00103171,0.00103171,0.00103171
33,66841.2,0.55205,0.87193,0.49729,0.00687,0.14154,0.92662,0.95158,0.95829,0.87696,0.93451,0.95772,0.96495,0.82827,0.47404,0.8896,0.36268,0.01104,0,0.00102133,0.00102133,0.00102133
34,68585.5,0.53052,0.88222,0.48192,0.00661,0.14462,0.93066,0.90413,0.94549,0.8732,0.93789,0.92621,0.95703,0.83,0.4638,0.87805,0.35835,0.01077,0,0.0010107,0.0010107,0.0010107
35,70559.3,0.5304,0.88161,0.47964,0.0066,0.14103,0.95644,0.9339,0.9575,0.88811,0.96377,0.94405,0.96595,0.84229,0.47922,0.88103,0.34289,0.01121,0,0.000999833,0.000999833,0.000999833
36,72388.3,0.53662,0.88501,0.48845,0.00661,0.14354,0.91807,0.94698,0.95533,0.88894,0.96342,0.93769,0.96521,0.84073,0.45816,0.89416,0.35807,0.01038,0,0.000988731,0.000988731,0.000988731
37,74113.5,0.52633,0.88317,0.47494,0.00656,0.13441,0.91681,0.9262,0.94308,0.8667,0.92407,0.93355,0.95058,0.82213,0.46894,0.88324,0.3658,0.01068,0,0.000977404,0.000977404,0.000977404
38,75732.2,0.52369,0.85725,0.47717,0.00649,0.1351,0.92783,0.93352,0.95524,0.88097,0.93716,0.94232,0.96391,0.83678,0.47339,0.88011,0.37232,0.01102,0,0.000965859,0.000965859,0.000965859
39,77592.4,0.52557,0.87834,0.46701,0.00648,0.13265,0.93549,0.91851,0.95048,0.87677,0.94877,0.93116,0.96291,0.83446,0.47622,0.86885,0.374,0.01123,0,0.000954105,0.000954105,0.000954105
40,79354.3,0.5168,0.84777,0.45431,0.00635,0.13185,0.88809,0.94411,0.95753,0.88829,0.89523,0.95096,0.9643,0.84308,0.46168,0.85072,0.35547,0.01071,0,0.000942149,0.000942149,0.000942149
41,81111.6,0.51673,0.84944,0.45459,0.00643,0.12632,0.95721,0.93622,0.95883,0.89034,0.96488,0.94356,0.96766,0.84179,0.46578,0.85603,0.3433,0.011,0,0.00093,0.00093,0.00093
42,82932.9,0.51181,0.8436,0.45044,0.00629,0.12633,0.94734,0.93806,0.95593,0.88483,0.9565,0.94645,0.96395,0.83268,0.46868,0.87187,0.33864,0.01094,0,0.000917666,0.000917666,0.000917666
43,84757.1,0.50225,0.84658,0.44017,0.00619,0.1269,0.92861,0.93193,0.95534,0.88872,0.94108,0.93758,0.96486,0.83949,0.45626,0.86944,0.37311,0.01044,0,0.000905155,0.000905155,0.000905155
44,86882.3,0.50358,0.83836,0.44977,0.00619,0.12845,0.94636,0.93329,0.95526,0.88309,0.95154,0.94217,0.96097,0.83407,0.4652,0.84668,0.34614,0.01092,0,0.000892476,0.000892476,0.000892476
45,88964.2,0.5048,0.831,0.43713,0.00613,0.12008,0.95301,0.93432,0.95848,0.88917,0.96244,0.94168,0.96466,0.84523,0.45958,0.9237,0.35192,0.01065,0,0.000879638,0.000879638,0.000879638
46,91099.4,0.4981,0.82309,0.43345,0.00601,0.12223,0.93614,0.94602,0.95591,0.88418,0.94596,0.95164,0.96616,0.83706,0.47213,0.88101,0.36061,0.01095,0,0.000866649,0.000866649,0.000866649
47,93225.4,0.49622,0.84692,0.43891,0.00607,0.12405,0.94038,0.93863,0.9525,0.88069,0.94964,0.94699,0.96413,0.8361,0.4688,0.87359,0.37075,0.01083,0,0.000853519,0.000853519,0.000853519
48,95580.1,0.50094,0.83792,0.43767,0.00606,0.1195,0.95026,0.92781,0.95495,0.87932,0.95814,0.9364,0.96129,0.83571,0.47077,0.88276,0.36429,0.01102,0,0.000840256,0.000840256,0.000840256
49,97785.8,0.49005,0.83564,0.42145,0.00598,0.12138,0.93095,0.93896,0.94983,0.88554,0.94062,0.94771,0.96047,0.83973,0.45417,0.86997,0.3697,0.01026,0,0.000826869,0.000826869,0.000826869
50,99750.5,0.48632,0.81899,0.41677,0.00598,0.11634,0.9495,0.92885,0.95785,0.90246,0.95681,0.94424,0.96748,0.84839,0.4369,0.861,0.33187,0.00978,0,0.000813368,0.000813368,0.000813368
51,101803,0.47869,0.79904,0.41063,0.00582,0.10983,0.94823,0.94033,0.95934,0.8938,0.95695,0.94875,0.96826,0.84106,0.44837,0.90091,0.3302,0.01001,0,0.000799762,0.000799762,0.000799762
52,103817,0.4879,0.8237,0.41341,0.00583,0.1158,0.93038,0.94332,0.95265,0.8824,0.96011,0.92761,0.96225,0.8371,0.45102,0.85176,0.34891,0.01047,0,0.00078606,0.00078606,0.00078606
53,105731,0.48368,0.80306,0.40733,0.00588,0.1109,0.95122,0.90299,0.94782,0.88569,0.95896,0.91212,0.9565,0.83315,0.44787,0.87975,0.35083,0.0102,0,0.000772272,0.000772272,0.000772272
54,107696,0.47588,0.79491,0.40143,0.00573,0.11122,0.9541,0.93017,0.95728,0.89303,0.96138,0.94031,0.96902,0.84789,0.46289,0.88129,0.32531,0.01065,0,0.000758407,0.000758407,0.000758407
55,109837,0.48115,0.79168,0.40612,0.00585,0.11086,0.95209,0.93756,0.95584,0.89374,0.96259,0.94778,0.96542,0.84814,0.43934,0.88231,0.35032,0.00995,0,0.000744475,0.000744475,0.000744475
56,111922,0.47318,0.78892,0.39684,0.00576,0.11115,0.94776,0.9328,0.95421,0.88828,0.95808,0.94277,0.96388,0.84305,0.45666,0.89472,0.34337,0.01048,0,0.000730484,0.000730484,0.000730484
57,113973,0.47411,0.79845,0.39437,0.00567,0.11146,0.94977,0.93294,0.95998,0.89891,0.95786,0.94039,0.97061,0.84795,0.44599,0.88768,0.33344,0.0101,0,0.000716445,0.000716445,0.000716445
58,115940,0.46914,0.8046,0.38732,0.00558,0.10437,0.95638,0.93162,0.95962,0.89862,0.96394,0.94325,0.96789,0.85031,0.44385,0.88244,0.33203,0.01001,0,0.000702368,0.000702368,0.000702368
59,118134,0.46131,0.76926,0.36897,0.00545,0.10315,0.94625,0.9409,0.95915,0.89818,0.95534,0.94963,0.96596,0.84666,0.4335,0.85615,0.32293,0.00973,0,0.000688261,0.000688261,0.000688261
60,120096,0.4681,0.78716,0.39169,0.00555,0.10574,0.95162,0.93814,0.95563,0.8953,0.96114,0.94906,0.96493,0.84845,0.43808,0.90455,0.32709,0.0097,0,0.000674136,0.000674136,0.000674136
61,122148,0.45851,0.77338,0.36946,0.00535,0.09929,0.94767,0.94046,0.95714,0.896,0.95725,0.95108,0.96759,0.84668,0.44442,0.86938,0.33948,0.01002,0,0.00066,0.00066,0.00066
